transaction_id,customer_id,amount,payment_method,customer_age_days,previous_transactions,previous_successes,historical_success_rate,attempt_number,is_first_purchase,failure_reason,recovery_probability,recovered
txn_001240,cust_002384,1759.02,wallet,634,27,22,0.8148,3,False,gateway_error,0.5344,0
txn_001241,cust_000036,605.58,wallet,590,11,6,0.5455,4,False,authentication_failed,0.1236,0
txn_001242,cust_002940,483.29,netbanking,592,9,6,0.6667,3,False,authentication_failed,0.24,1
txn_001243,cust_002848,2206.17,netbanking,1134,13,11,0.8462,4,False,bank_decline,0.3938,0
txn_001244,cust_000757,1938.72,card,43,12,9,0.75,4,False,network_error,0.465,0
txn_001245,cust_002309,2167.53,wallet,14,24,14,0.5833,1,False,gateway_error,0.625,1
txn_001246,cust_002729,362.79,netbanking,972,17,15,0.8824,3,False,gateway_error,0.5547,1
txn_001247,cust_001468,4106.37,card,153,4,4,1.0,2,False,insufficient_balance,0.54,0
txn_001248,cust_001507,2157.68,card,667,2,2,1.0,2,False,gateway_error,0.67,1
txn_001249,cust_003175,354.78,upi,1123,1,1,1.0,3,False,bank_decline,0.52,1
txn_001250,cust_000868,455.56,wallet,543,18,15,0.8333,3,False,gateway_error,0.54,0
txn_001251,cust_001237,1079.21,netbanking,1406,6,5,0.8333,3,False,insufficient_balance,0.41,0
txn_001252,cust_003148,587.36,upi,1394,21,17,0.8095,4,False,insufficient_balance,0.3229,0
txn_001253,cust_000631,612.23,card,913,29,21,0.7241,2,False,gateway_error,0.5872,0
txn_001254,cust_000148,1020.66,wallet,100,12,9,0.75,1,False,expired_card,0.375,1
txn_001255,cust_003076,1771.07,upi,389,10,8,0.8,2,False,authentication_failed,0.36,0
txn_001256,cust_001710,1413.77,upi,208,24,21,0.875,3,False,network_error,0.5825,1
txn_001257,cust_000875,935.96,card,936,9,5,0.5556,4,False,bank_decline,0.3067,1
txn_001258,cust_000742,947.7,upi,854,16,13,0.8125,2,False,insufficient_balance,0.4838,0
txn_001259,cust_000779,885.29,netbanking,1464,26,20,0.7692,1,False,gateway_error,0.6808,0
txn_001260,cust_002085,1621.8,netbanking,291,2,1,0.5,3,False,network_error,0.47,0
txn_001261,cust_000379,1232.79,wallet,382,28,21,0.75,4,False,bank_decline,0.365,0
txn_001262,cust_002228,9186.11,wallet,745,18,12,0.6667,1,False,gateway_error,0.65,1
txn_001263,cust_003133,1541.85,wallet,1355,4,3,0.75,3,False,bank_decline,0.445,0
txn_001264,cust_001977,1280.77,card,228,29,23,0.7931,3,False,insufficient_balance,0.3979,1
txn_001265,cust_002517,1516.1,netbanking,503,25,15,0.6,3,False,insufficient_balance,0.34,0
txn_001266,cust_002840,2750.02,netbanking,348,7,7,1.0,3,False,network_error,0.62,1
txn_001267,cust_001377,739.02,wallet,466,28,22,0.7857,4,False,gateway_error,0.4457,1
txn_001268,cust_002185,1671.53,card,235,4,1,0.25,2,False,bank_decline,0.375,1
txn_001269,cust_001910,987.31,upi,912,27,23,0.8519,4,False,gateway_error,0.4656,0
txn_001270,cust_003315,209.73,netbanking,1335,1,0,0.0,1,False,insufficient_balance,0.32,0
txn_001271,cust_000433,2446.46,upi,232,23,18,0.7826,1,False,bank_decline,0.6148,1
txn_001272,cust_000669,661.23,card,912,25,18,0.72,4,False,expired_card,0.126,0
txn_001273,cust_003092,1280.24,card,851,15,13,0.8667,2,False,gateway_error,0.63,0
txn_001274,cust_002438,460.25,netbanking,915,28,23,0.8214,3,False,insufficient_balance,0.4064,0
txn_001275,cust_002850,1284.17,upi,1462,21,17,0.8095,3,False,insufficient_balance,0.4029,0
txn_001276,cust_001978,610.15,netbanking,1186,9,7,0.7778,1,False,insufficient_balance,0.5533,1
txn_001277,cust_003272,2511.89,netbanking,252,4,2,0.5,2,False,insufficient_balance,0.39,1
txn_001278,cust_002294,1890.05,netbanking,164,13,13,1.0,2,False,insufficient_balance,0.54,0
txn_001279,cust_001919,715.03,wallet,4,3,2,0.6667,2,False,insufficient_balance,0.44,1
txn_001280,cust_002225,1054.43,upi,1250,3,2,0.6667,2,False,insufficient_balance,0.44,0
txn_001281,cust_001200,1003.89,upi,474,9,7,0.7778,1,False,bank_decline,0.6133,1
txn_001282,cust_000122,450.69,wallet,1115,9,7,0.7778,4,False,network_error,0.4733,1
txn_001283,cust_002571,580.52,upi,1300,22,16,0.7273,1,False,network_error,0.6982,0
txn_001284,cust_001949,570.65,upi,134,19,17,0.8947,3,False,bank_decline,0.4884,0
txn_001285,cust_001114,473.59,upi,165,2,1,0.5,2,False,bank_decline,0.45,0
txn_001286,cust_002090,2401.73,netbanking,828,24,18,0.75,2,False,bank_decline,0.525,1
txn_001287,cust_002139,1821.66,netbanking,1355,12,8,0.6667,4,False,bank_decline,0.34,0
txn_001288,cust_000536,939.22,wallet,1249,3,1,0.3333,1,False,bank_decline,0.48,0
txn_001289,cust_001819,3895.9,upi,559,11,5,0.4545,3,False,bank_decline,0.3564,0
txn_001290,cust_000687,368.84,upi,499,12,9,0.75,2,False,insufficient_balance,0.465,0
txn_001291,cust_000423,1616.74,card,1085,5,4,0.8,4,False,insufficient_balance,0.32,0
txn_001292,cust_001287,301.61,netbanking,1260,9,8,0.8889,2,False,gateway_error,0.6367,1
txn_001293,cust_001396,465.96,netbanking,849,2,2,1.0,3,False,network_error,0.62,0
txn_001294,cust_003276,2656.58,card,999,16,11,0.6875,4,False,expired_card,0.1162,0
txn_001295,cust_000998,1472.14,netbanking,882,15,9,0.6,4,False,gateway_error,0.39,1
txn_001296,cust_001668,1165.19,netbanking,1026,20,14,0.7,1,False,authentication_failed,0.41,1
txn_001297,cust_000771,490.8,upi,1241,19,12,0.6316,4,False,insufficient_balance,0.2695,1
txn_001298,cust_001143,402.19,upi,790,19,11,0.5789,1,False,network_error,0.6537,0
txn_001299,cust_001489,1738.81,netbanking,1446,17,16,0.9412,3,False,bank_decline,0.5024,0
txn_001300,cust_002662,1167.56,netbanking,976,23,18,0.7826,2,False,gateway_error,0.6048,1
txn_001301,cust_002584,1285.22,netbanking,462,0,0,0.0,2,True,insufficient_balance,0.19,0
txn_001302,cust_002641,788.92,card,932,20,17,0.85,2,False,gateway_error,0.625,1
txn_001303,cust_001810,1273.18,upi,1461,15,14,0.9333,1,False,gateway_error,0.73,0
txn_001304,cust_002195,1735.38,netbanking,52,27,19,0.7037,3,False,gateway_error,0.5011,0
txn_001305,cust_000764,1057.21,card,585,1,1,1.0,3,False,insufficient_balance,0.46,1
txn_001306,cust_000944,1869.25,wallet,1189,0,0,0.0,1,True,bank_decline,0.33,0
txn_001307,cust_002625,2710.13,card,421,24,22,0.9167,4,False,bank_decline,0.415,0
txn_001308,cust_000212,923.83,netbanking,1042,25,15,0.6,4,False,expired_card,0.09,0
txn_001309,cust_000042,2018.02,netbanking,1397,26,17,0.6538,2,False,authentication_failed,0.3162,0
txn_001310,cust_000061,1781.61,card,75,16,16,1.0,4,False,expired_card,0.21,1
txn_001311,cust_001717,2669.41,upi,1021,10,7,0.7,2,False,bank_decline,0.51,0
txn_001312,cust_003200,1812.52,wallet,424,15,11,0.7333,2,False,insufficient_balance,0.46,0
txn_001313,cust_002454,575.03,card,245,29,25,0.8621,3,False,authentication_failed,0.2986,0
txn_001314,cust_002736,1915.12,wallet,542,4,2,0.5,1,False,authentication_failed,0.35,0
txn_001315,cust_002114,907.74,netbanking,963,12,10,0.8333,1,False,gateway_error,0.7,0
txn_001316,cust_000857,6570.59,card,373,28,24,0.8571,1,False,bank_decline,0.6371,1
txn_001317,cust_003064,316.46,wallet,1461,25,19,0.76,2,False,expired_card,0.298,0
txn_001318,cust_002664,2335.69,netbanking,504,18,13,0.7222,2,False,authentication_failed,0.3367,0
txn_001319,cust_001455,839.63,upi,1016,26,21,0.8077,3,False,gateway_error,0.5323,1
txn_001320,cust_001227,4621.87,card,260,7,6,0.8571,2,False,gateway_error,0.6271,1
txn_001321,cust_001471,726.68,card,1191,10,5,0.5,3,False,expired_card,0.14,0
txn_001322,cust_000867,1574.01,wallet,1019,0,0,0.0,3,True,authentication_failed,0.02,0
txn_001323,cust_001608,2288.94,card,543,9,9,1.0,3,False,gateway_error,0.59,1
txn_001324,cust_001749,3516.96,card,888,14,10,0.7143,1,False,bank_decline,0.5943,0
txn_001325,cust_000205,1569.92,card,116,9,6,0.6667,4,False,authentication_failed,0.16,0
txn_001326,cust_003293,805.37,upi,1143,1,1,1.0,2,False,authentication_failed,0.42,1
txn_001327,cust_002345,2771.87,card,1118,19,16,0.8421,2,False,bank_decline,0.5526,0
txn_001328,cust_001904,289.83,netbanking,931,3,2,0.6667,4,False,authentication_failed,0.16,0
txn_001329,cust_002734,527.51,card,1404,5,5,1.0,3,False,authentication_failed,0.34,0
txn_001330,cust_002882,1380.75,card,931,27,21,0.7778,4,False,network_error,0.4733,0
txn_001331,cust_000037,1138.07,wallet,956,13,10,0.7692,1,False,insufficient_balance,0.5508,1
txn_001332,cust_000192,954.92,netbanking,196,8,3,0.375,1,False,insufficient_balance,0.4325,1
txn_001333,cust_002010,1021.45,netbanking,1027,3,2,0.6667,1,False,authentication_failed,0.4,1
txn_001334,cust_000694,3349.67,wallet,620,3,3,1.0,2,False,bank_decline,0.6,1
txn_001335,cust_002846,481.21,wallet,639,9,8,0.8889,2,False,gateway_error,0.6367,0
txn_001336,cust_001990,1493.17,card,633,13,9,0.6923,2,False,gateway_error,0.5777,1
txn_001337,cust_000762,1780.67,netbanking,1478,13,11,0.8462,1,False,expired_card,0.4038,0
txn_001338,cust_002028,1391.67,netbanking,1005,20,17,0.85,2,False,expired_card,0.325,0
txn_001339,cust_002612,391.54,netbanking,192,12,10,0.8333,4,False,bank_decline,0.39,0
txn_001340,cust_000118,3046.68,netbanking,288,0,0,0.0,3,True,expired_card,0.02,0
txn_001341,cust_001658,1367.34,upi,538,16,14,0.875,1,False,insufficient_balance,0.5825,1
txn_001342,cust_000429,5469.57,card,512,14,11,0.7857,3,False,bank_decline,0.4557,1
txn_001343,cust_002316,344.28,netbanking,1078,14,9,0.6429,1,False,authentication_failed,0.3929,1
txn_001344,cust_000133,429.11,card,876,1,1,1.0,4,False,expired_card,0.21,0
txn_001345,cust_000366,223.94,upi,1126,20,12,0.6,3,False,gateway_error,0.47,1
txn_001346,cust_001262,770.27,card,166,6,5,0.8333,3,False,network_error,0.57,0
txn_001347,cust_002426,1711.16,wallet,806,22,15,0.6818,2,False,authentication_failed,0.3245,1
txn_001348,cust_001339,1422.85,netbanking,1097,21,15,0.7143,3,False,authentication_failed,0.2543,0
txn_001349,cust_001089,890.33,wallet,818,15,12,0.8,3,False,expired_card,0.23,0
txn_001350,cust_001309,4715.87,card,305,8,7,0.875,1,False,bank_decline,0.6425,1
txn_001351,cust_003063,479.14,wallet,405,4,3,0.75,3,False,insufficient_balance,0.385,0
txn_001352,cust_003229,765.31,wallet,935,2,2,1.0,2,False,authentication_failed,0.42,0
txn_001353,cust_000990,505.98,card,270,15,10,0.6667,2,False,gateway_error,0.57,1
txn_001354,cust_002422,1533.36,netbanking,857,28,23,0.8214,2,False,bank_decline,0.5464,0
txn_001355,cust_001852,1392.32,upi,493,25,16,0.64,4,False,gateway_error,0.402,1
txn_001356,cust_002001,1927.59,netbanking,565,17,13,0.7647,3,False,bank_decline,0.4494,1
txn_001357,cust_002619,979.29,wallet,420,22,18,0.8182,1,False,expired_card,0.3955,0
txn_001358,cust_002744,2123.67,card,394,27,18,0.6667,4,False,gateway_error,0.41,0
txn_001359,cust_002442,375.66,netbanking,1423,10,6,0.6,2,False,expired_card,0.25,0
txn_001360,cust_002460,1183.8,wallet,133,12,9,0.75,4,False,gateway_error,0.435,0
txn_001361,cust_001829,2517.08,netbanking,1435,15,8,0.5333,1,False,bank_decline,0.54,0
txn_001362,cust_002161,425.06,card,1274,11,10,0.9091,3,False,expired_card,0.2627,1
txn_001363,cust_000062,2535.84,card,269,11,10,0.9091,1,False,authentication_failed,0.4727,0
txn_001364,cust_003255,2217.74,netbanking,334,17,11,0.6471,1,False,insufficient_balance,0.5141,1
txn_001365,cust_003214,987.44,netbanking,896,11,10,0.9091,3,False,gateway_error,0.5627,0
txn_001366,cust_002844,408.08,upi,841,6,5,0.8333,4,False,authentication_failed,0.21,1
txn_001367,cust_000554,1896.18,upi,136,25,19,0.76,2,False,authentication_failed,0.348,0
txn_001368,cust_001015,1016.82,wallet,59,23,21,0.913,4,False,gateway_error,0.4839,0
txn_001369,cust_002604,1169.98,card,1083,8,6,0.75,4,False,bank_decline,0.365,0
txn_001370,cust_000121,844.55,card,399,17,11,0.6471,3,False,expired_card,0.1841,0
txn_001371,cust_003182,1073.83,card,367,5,5,1.0,2,False,bank_decline,0.6,1
txn_001372,cust_002613,513.99,upi,128,5,2,0.4,1,False,insufficient_balance,0.44,0
txn_001373,cust_000891,2788.48,wallet,610,2,2,1.0,4,False,bank_decline,0.44,1
txn_001374,cust_000880,2869.53,netbanking,1121,12,9,0.75,4,False,network_error,0.465,1
txn_001375,cust_002273,715.7,wallet,1121,14,9,0.6429,2,False,bank_decline,0.4929,1
txn_001376,cust_001267,686.65,upi,378,22,13,0.5909,4,False,insufficient_balance,0.2573,0
txn_001377,cust_002874,1494.91,card,212,15,10,0.6667,4,False,gateway_error,0.41,1
txn_001378,cust_000391,424.67,card,452,28,23,0.8214,1,False,bank_decline,0.6264,0
txn_001379,cust_000768,897.14,upi,1043,28,20,0.7143,1,False,network_error,0.6943,1
txn_001380,cust_001583,1103.76,upi,715,9,4,0.4444,3,False,insufficient_balance,0.2933,0
txn_001381,cust_001607,1471.68,netbanking,4,19,16,0.8421,3,False,insufficient_balance,0.4126,0
txn_001382,cust_001065,2188.65,netbanking,229,5,4,0.8,2,False,gateway_error,0.61,1
txn_001383,cust_000277,3409.96,wallet,585,28,24,0.8571,4,False,insufficient_balance,0.3371,1
txn_001384,cust_001775,1218.41,card,1082,21,15,0.7143,4,False,network_error,0.4543,0
txn_001385,cust_000384,331.22,upi,895,29,23,0.7931,3,False,gateway_error,0.5279,1
txn_001386,cust_001218,1041.31,upi,1371,5,5,1.0,4,False,insufficient_balance,0.38,0
txn_001387,cust_000125,4073.37,upi,696,3,2,0.6667,4,False,gateway_error,0.41,1
txn_001388,cust_002352,1451.67,upi,992,0,0,0.0,4,True,bank_decline,0.09,0
txn_001389,cust_000723,1580.26,netbanking,49,20,14,0.7,2,False,gateway_error,0.58,1
txn_001390,cust_002371,4151.78,wallet,334,19,15,0.7895,3,False,expired_card,0.2268,0
txn_001391,cust_000100,4948.38,netbanking,1363,13,9,0.6923,2,False,network_error,0.6077,0
txn_001392,cust_003059,955.39,wallet,945,2,2,1.0,3,False,insufficient_balance,0.46,0
txn_001393,cust_003027,2016.61,card,433,16,12,0.75,4,False,insufficient_balance,0.305,1
txn_001394,cust_001026,998.17,card,1061,10,7,0.7,1,False,bank_decline,0.59,1
txn_001395,cust_001717,787.64,upi,1488,19,17,0.8947,2,False,authentication_failed,0.3884,0
txn_001396,cust_003317,3091.39,wallet,550,27,20,0.7407,1,False,bank_decline,0.6022,0
txn_001397,cust_000900,2942.55,netbanking,1375,14,9,0.6429,2,False,bank_decline,0.4929,0
txn_001398,cust_000721,2330.97,upi,1071,20,16,0.8,3,False,insufficient_balance,0.4,0
txn_001399,cust_003105,438.51,card,1112,16,10,0.625,1,False,authentication_failed,0.3875,1
txn_001400,cust_000692,3487.89,upi,865,10,9,0.9,4,False,bank_decline,0.41,1
txn_001401,cust_000116,1352.08,netbanking,1230,0,0,0.0,3,True,insufficient_balance,0.11,0
txn_001402,cust_002000,1266.23,netbanking,1425,6,5,0.8333,4,False,network_error,0.49,1
txn_001403,cust_001913,706.96,upi,1455,11,8,0.7273,2,False,network_error,0.6182,0
txn_001404,cust_002704,1748.79,netbanking,511,6,5,0.8333,2,False,insufficient_balance,0.49,0
txn_001405,cust_000472,5931.24,netbanking,747,23,18,0.7826,2,False,gateway_error,0.6048,1
txn_001406,cust_003200,222.15,netbanking,1224,25,18,0.72,1,False,gateway_error,0.666,1
txn_001407,cust_000118,1654.44,upi,1437,20,15,0.75,2,False,insufficient_balance,0.465,0
txn_001408,cust_000087,1723.16,card,44,12,9,0.75,1,False,authentication_failed,0.425,0
txn_001409,cust_000175,1095.42,wallet,474,28,21,0.75,1,False,gateway_error,0.675,1
txn_001410,cust_001505,843.01,netbanking,1479,21,17,0.8095,2,False,insufficient_balance,0.4829,1
txn_001411,cust_002482,428.72,upi,525,20,11,0.55,3,False,network_error,0.485,0
txn_001412,cust_001085,184.5,upi,435,6,5,0.8333,1,False,gateway_error,0.7,1
txn_001413,cust_002406,372.25,upi,737,6,4,0.6667,2,False,bank_decline,0.5,1
txn_001414,cust_000534,949.49,upi,563,20,18,0.9,2,False,gateway_error,0.64,0
txn_001415,cust_002044,4956.45,card,743,17,16,0.9412,4,False,insufficient_balance,0.3624,1
txn_001416,cust_002487,378.2,upi,342,22,12,0.5455,2,False,authentication_failed,0.2836,0
txn_001417,cust_000730,1294.56,netbanking,696,3,2,0.6667,2,False,insufficient_balance,0.44,0
txn_001418,cust_001664,1470.34,card,420,7,6,0.8571,3,False,bank_decline,0.4771,0
txn_001419,cust_003097,1977.06,upi,529,0,0,0.0,1,True,gateway_error,0.4,0
txn_001420,cust_001270,294.88,upi,355,22,13,0.5909,4,False,bank_decline,0.3173,1
txn_001421,cust_000456,1188.71,wallet,1116,26,14,0.5385,4,False,expired_card,0.0715,0
txn_001422,cust_000164,284.98,wallet,113,10,7,0.7,2,False,gateway_error,0.58,0
txn_001423,cust_002556,934.8,wallet,1172,7,7,1.0,2,False,expired_card,0.37,0
txn_001424,cust_002278,6034.72,wallet,367,9,7,0.7778,1,False,expired_card,0.3833,0
txn_001425,cust_001592,1504.72,wallet,740,16,13,0.8125,1,False,insufficient_balance,0.5638,0
txn_001426,cust_000806,2021.16,upi,597,18,12,0.6667,1,False,insufficient_balance,0.52,0
txn_001427,cust_002017,1718.34,upi,1238,5,4,0.8,1,False,gateway_error,0.69,1
txn_001428,cust_002834,17132.66,upi,654,3,2,0.6667,1,False,bank_decline,0.58,0
txn_001429,cust_003088,1594.06,netbanking,1279,14,9,0.6429,4,False,bank_decline,0.3329,0
txn_001430,cust_002854,2238.68,wallet,1056,18,16,0.8889,3,False,bank_decline,0.4867,1
txn_001431,cust_000633,2261.5,netbanking,1424,6,5,0.8333,4,False,bank_decline,0.39,0
txn_001432,cust_000266,2560.21,card,105,16,13,0.8125,1,False,insufficient_balance,0.5638,0
txn_001433,cust_000436,635.06,card,124,6,5,0.8333,1,False,bank_decline,0.63,0
txn_001434,cust_000817,691.24,netbanking,439,23,18,0.7826,1,False,network_error,0.7148,1
txn_001435,cust_002237,2593.95,netbanking,1265,16,13,0.8125,4,False,authentication_failed,0.2037,0
txn_001436,cust_003138,1055.73,netbanking,1367,17,14,0.8235,1,False,gateway_error,0.6971,1
txn_001437,cust_003241,1535.15,card,144,3,3,1.0,3,False,bank_decline,0.52,0
txn_001438,cust_000172,1606.74,upi,699,15,14,0.9333,3,False,authentication_failed,0.32,0
txn_001439,cust_001400,1526.81,wallet,568,0,0,0.0,3,True,authentication_failed,0.02,0
txn_001440,cust_000180,1597.53,upi,3,17,14,0.8235,1,False,bank_decline,0.6271,0
txn_001441,cust_003258,2350.16,netbanking,945,0,0,0.0,3,True,insufficient_balance,0.11,0
txn_001442,cust_001157,951.03,netbanking,96,23,17,0.7391,3,False,expired_card,0.2117,0
txn_001443,cust_000515,2371.56,wallet,1474,1,1,1.0,3,False,bank_decline,0.52,1
txn_001444,cust_000876,1170.03,upi,848,15,10,0.6667,1,False,authentication_failed,0.4,0
txn_001445,cust_001801,1598.28,card,1156,6,6,1.0,4,False,authentication_failed,0.26,0
txn_001446,cust_001119,2662.87,netbanking,834,29,24,0.8276,1,False,bank_decline,0.6283,1
txn_001447,cust_001121,812.95,wallet,737,14,11,0.7857,4,False,network_error,0.4757,0
txn_001448,cust_002099,7231.77,wallet,1466,0,0,0.0,2,True,gateway_error,0.32,0
txn_001449,cust_003186,2455.15,card,1112,6,4,0.6667,3,False,gateway_error,0.49,0
txn_001450,cust_001547,1726.68,netbanking,954,19,14,0.7368,3,False,authentication_failed,0.2611,0
txn_001451,cust_000174,387.27,netbanking,190,11,8,0.7273,3,False,insufficient_balance,0.3782,1
txn_001452,cust_001759,470.33,card,1206,12,8,0.6667,3,False,gateway_error,0.49,1
txn_001453,cust_000809,872.33,upi,853,12,9,0.75,1,False,expired_card,0.375,1
txn_001454,cust_000688,2188.2,upi,549,25,19,0.76,3,False,authentication_failed,0.268,0
txn_001455,cust_000592,1236.28,card,833,27,19,0.7037,2,False,network_error,0.6111,1
txn_001456,cust_002370,591.97,netbanking,786,21,17,0.8095,2,False,insufficient_balance,0.4829,0
txn_001457,cust_001549,1207.82,upi,371,11,6,0.5455,2,False,insufficient_balance,0.4036,0
txn_001458,cust_000597,961.03,netbanking,100,4,4,1.0,1,False,authentication_failed,0.5,0
txn_001459,cust_003318,1076.49,upi,38,3,3,1.0,2,False,gateway_error,0.67,1
txn_001460,cust_002235,697.67,card,1391,16,13,0.8125,3,False,bank_decline,0.4637,1
txn_001461,cust_003287,2092.61,wallet,547,8,6,0.75,4,False,expired_card,0.135,0
txn_001462,cust_002128,7199.25,netbanking,824,10,3,0.3,1,False,expired_card,0.24,0
txn_001463,cust_000506,1033.82,card,766,4,2,0.5,4,False,insufficient_balance,0.23,0
txn_001464,cust_000257,506.88,wallet,1000,2,2,1.0,4,False,bank_decline,0.44,0
txn_001465,cust_002871,264.51,upi,1036,21,15,0.7143,3,False,bank_decline,0.4343,0
txn_001466,cust_000245,633.41,netbanking,1037,5,3,0.6,1,False,authentication_failed,0.38,0
txn_001467,cust_001054,1093.78,card,1211,13,7,0.5385,1,False,gateway_error,0.6115,1
txn_001468,cust_000106,1040.22,upi,1277,27,20,0.7407,4,False,network_error,0.4622,1
txn_001469,cust_000003,386.08,card,763,1,0,0.0,1,False,insufficient_balance,0.32,0
txn_001470,cust_001183,717.01,netbanking,452,14,8,0.5714,4,False,gateway_error,0.3814,1
txn_001471,cust_000090,353.43,card,133,4,1,0.25,4,False,network_error,0.315,0
txn_001472,cust_001751,1243.15,netbanking,439,20,14,0.7,2,False,bank_decline,0.51,0
txn_001473,cust_002353,233.05,card,944,0,0,0.0,1,True,bank_decline,0.33,1
txn_001474,cust_002250,1250.61,upi,256,15,11,0.7333,3,False,bank_decline,0.44,1
txn_001475,cust_000035,1102.87,wallet,980,29,23,0.7931,3,False,expired_card,0.2279,1
txn_001476,cust_002394,482.29,netbanking,34,19,15,0.7895,2,False,bank_decline,0.5368,0
txn_001477,cust_003200,825.2,card,1023,13,12,0.9231,1,False,authentication_failed,0.4769,1
txn_001478,cust_001087,3194.42,card,1484,24,16,0.6667,1,False,network_error,0.68,0
txn_001479,cust_000700,1267.37,wallet,1086,13,8,0.6154,1,False,authentication_failed,0.3846,0
txn_001480,cust_001803,420.66,upi,1216,10,7,0.7,3,False,network_error,0.53,1
txn_001481,cust_001952,1948.69,wallet,588,24,15,0.625,1,False,network_error,0.6675,1
txn_001482,cust_002111,320.14,wallet,971,28,20,0.7143,4,False,bank_decline,0.3543,1
txn_001483,cust_002468,614.56,card,16,20,15,0.75,1,False,expired_card,0.375,1
txn_001484,cust_002336,378.66,netbanking,1332,22,15,0.6818,1,False,bank_decline,0.5845,1
txn_001485,cust_001103,478.11,upi,992,29,17,0.5862,4,False,bank_decline,0.3159,0
txn_001486,cust_002035,927.64,netbanking,1499,17,11,0.6471,3,False,insufficient_balance,0.3541,0
txn_001487,cust_000098,845.0,wallet,1342,29,19,0.6552,1,False,network_error,0.6766,1
txn_001488,cust_002670,433.55,netbanking,84,13,8,0.6154,4,False,bank_decline,0.3246,0
txn_001489,cust_002120,426.54,upi,1229,2,2,1.0,2,False,gateway_error,0.67,1
txn_001490,cust_000254,1302.32,upi,886,7,4,0.5714,3,False,expired_card,0.1614,0
txn_001491,cust_000245,1676.48,wallet,1306,16,9,0.5625,2,False,gateway_error,0.5388,1
txn_001492,cust_001347,5796.06,upi,243,17,12,0.7059,2,False,insufficient_balance,0.4518,0
txn_001493,cust_002419,829.59,wallet,1436,27,23,0.8519,2,False,bank_decline,0.5556,0
txn_001494,cust_000619,4772.52,wallet,12,4,3,0.75,1,False,expired_card,0.375,1
txn_001495,cust_001165,477.88,upi,574,25,19,0.76,2,False,bank_decline,0.528,1
txn_001496,cust_001024,8597.43,card,326,29,23,0.7931,3,False,bank_decline,0.4579,0
txn_001497,cust_001452,784.26,netbanking,1184,12,8,0.6667,3,False,insufficient_balance,0.36,0
txn_001498,cust_000288,1084.18,wallet,977,14,12,0.8571,3,False,gateway_error,0.5471,1
txn_001499,cust_003030,4821.63,wallet,1482,0,0,0.0,2,True,insufficient_balance,0.19,0
txn_001500,cust_003133,4724.85,wallet,413,7,5,0.7143,3,False,insufficient_balance,0.3743,0
txn_001501,cust_001457,2657.74,upi,265,0,0,0.0,1,True,authentication_failed,0.15,1
txn_001502,cust_001280,114.02,card,414,19,14,0.7368,2,False,network_error,0.6211,0
txn_001503,cust_000800,815.94,card,1189,7,4,0.5714,3,False,gateway_error,0.4614,1
txn_001504,cust_002014,1285.28,wallet,576,9,9,1.0,4,False,network_error,0.54,0
txn_001505,cust_003103,919.6,wallet,115,22,14,0.6364,1,False,bank_decline,0.5709,0
txn_001506,cust_002173,594.57,upi,89,15,12,0.8,4,False,authentication_failed,0.2,1
txn_001507,cust_001370,2492.21,netbanking,1116,2,2,1.0,3,False,expired_card,0.29,1
txn_001508,cust_000604,755.56,card,1228,20,13,0.65,2,False,network_error,0.595,0
txn_001509,cust_002254,134.65,card,775,1,1,1.0,3,False,insufficient_balance,0.46,1
txn_001510,cust_000150,205.85,wallet,1250,3,3,1.0,4,False,bank_decline,0.44,0
txn_001511,cust_000590,903.28,card,430,28,22,0.7857,1,False,bank_decline,0.6157,1
txn_001512,cust_002301,3190.92,netbanking,389,6,3,0.5,3,False,bank_decline,0.37,0
txn_001513,cust_001140,1189.22,wallet,467,13,9,0.6923,2,False,bank_decline,0.5077,0
txn_001514,cust_001332,1602.86,card,1171,0,0,0.0,3,True,gateway_error,0.24,0
txn_001515,cust_001400,769.38,netbanking,801,20,16,0.8,2,False,bank_decline,0.54,0
txn_001516,cust_000749,3772.46,upi,1032,15,10,0.6667,1,False,authentication_failed,0.4,0
txn_001517,cust_001550,3850.59,upi,14,17,13,0.7647,1,False,gateway_error,0.6794,0
txn_001518,cust_000701,5199.81,netbanking,1363,5,3,0.6,3,False,network_error,0.5,0
txn_001519,cust_002025,1298.82,upi,568,0,0,0.0,1,True,insufficient_balance,0.27,0
txn_001520,cust_002197,1276.65,upi,709,3,3,1.0,4,False,authentication_failed,0.26,0
txn_001521,cust_003126,1099.15,card,230,17,15,0.8824,3,False,gateway_error,0.5547,1
txn_001522,cust_003083,1106.67,upi,465,23,19,0.8261,1,False,bank_decline,0.6278,0
txn_001523,cust_001747,2047.47,upi,375,21,17,0.8095,1,False,gateway_error,0.6929,0
txn_001524,cust_002155,3997.91,card,1413,7,7,1.0,4,False,insufficient_balance,0.38,1
txn_001525,cust_002511,6644.38,card,1122,16,15,0.9375,4,False,gateway_error,0.4913,0
txn_001526,cust_002751,1218.52,netbanking,1004,26,19,0.7308,4,False,authentication_failed,0.1792,0
txn_001527,cust_002071,2350.92,upi,1381,2,2,1.0,1,False,authentication_failed,0.5,0
txn_001528,cust_001063,3019.86,netbanking,35,16,11,0.6875,3,False,gateway_error,0.4962,1
txn_001529,cust_000975,959.16,wallet,1335,6,5,0.8333,2,False,insufficient_balance,0.49,0
txn_001530,cust_001781,213.81,upi,1180,26,21,0.8077,3,False,authentication_failed,0.2823,1
