transaction_id,customer_id,amount,payment_method,customer_age_days,previous_transactions,previous_successes,historical_success_rate,attempt_number,is_first_purchase,failure_reason,recovery_probability,recovered,preferred_action,final_action,policy_allowed,policy_reasons,rejected,policy
txn_005506,cust_000953,1330.64,card,1182,16,12,0.75,1,False,network_error,0.8,1,retry,retry,True,[],[],Relaxed
txn_005251,cust_000385,430.09,card,834,10,8,0.8,1,False,network_error,0.81,1,retry,retry,True,[],[],Relaxed
txn_004512,cust_002587,1190.16,wallet,745,23,18,0.7826,3,False,bank_decline,0.47651999999999994,1,retry,retry,True,[],[],Relaxed
txn_001731,cust_002784,1137.1,wallet,565,13,9,0.6923,3,False,insufficient_balance,0.45846,1,reminder,reminder,True,[],[],Relaxed
txn_001759,cust_003125,874.73,upi,1466,28,21,0.75,4,False,bank_decline,0.26,0,retry,reminder,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_006651,cust_001647,1574.14,netbanking,861,10,10,1.0,2,False,authentication_failed,0.62,1,payment_link,payment_link,True,[],[],Relaxed
txn_006647,cust_000236,318.82,upi,1266,22,16,0.7273,4,False,network_error,0.25545999999999996,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_009861,cust_002033,1323.29,upi,656,12,6,0.5,1,False,insufficient_balance,0.5800000000000001,0,reminder,reminder,True,[],[],Relaxed
txn_004140,cust_002233,212.75,wallet,1123,20,14,0.7,1,False,bank_decline,0.6199999999999999,1,retry,retry,True,[],[],Relaxed
txn_009394,cust_002907,782.37,wallet,185,9,7,0.7778,1,False,authentication_failed,0.60556,1,reminder,reminder,True,[],[],Relaxed
txn_005124,cust_002336,1623.64,netbanking,1,12,9,0.75,3,False,bank_decline,0.47,0,retry,retry,True,[],[],Relaxed
txn_000001,cust_002453,1399.36,netbanking,658,12,8,0.6667,4,False,bank_decline,0.2733399999999999,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_001865,cust_000398,865.11,card,1150,4,4,1.0,3,False,bank_decline,0.5199999999999999,0,retry,retry,True,[],[],Relaxed
txn_000544,cust_001615,2656.61,upi,1398,4,2,0.5,4,False,bank_decline,0.24000000000000005,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_000350,cust_002515,334.14,netbanking,897,18,13,0.7222,2,False,gateway_error,0.66444,1,retry,retry,True,[],[],Relaxed
txn_006907,cust_001546,2091.65,netbanking,246,25,15,0.6,2,False,gateway_error,0.64,0,retry,retry,True,[],[],Relaxed
txn_009766,cust_000340,2463.5,wallet,1431,2,2,1.0,4,False,authentication_failed,0.45999999999999996,0,payment_link,payment_link,True,[],[],Relaxed
txn_002524,cust_001231,1091.39,upi,651,12,10,0.8333,2,False,authentication_failed,0.53666,0,reminder,reminder,True,[],[],Relaxed
txn_003465,cust_002317,1848.22,wallet,376,9,3,0.3333,1,False,authentication_failed,0.5666599999999999,0,payment_link,payment_link,True,[],[],Relaxed
txn_000458,cust_003102,713.6,card,300,19,16,0.8421,2,False,network_error,0.73842,0,retry,retry,True,[],[],Relaxed
txn_003024,cust_000634,3624.37,netbanking,728,27,22,0.8148,3,False,bank_decline,0.48295999999999994,0,retry,retry,True,[],[],Relaxed
txn_007262,cust_002396,3127.14,netbanking,1475,24,21,0.875,4,False,gateway_error,0.28500000000000003,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_009516,cust_001763,683.53,card,1023,0,0,0.0,3,True,network_error,0.4399999999999999,0,retry,retry,True,[],[],Relaxed
txn_007873,cust_002864,254.61,wallet,799,20,16,0.8,2,False,expired_card,0.7300000000000001,1,payment_link,payment_link,True,[],[],Relaxed
txn_006626,cust_001529,5899.33,wallet,559,27,23,0.8519,4,False,bank_decline,0.2803800000000001,0,retry,reminder,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_002535,cust_002137,1967.29,netbanking,568,23,15,0.6522,2,False,bank_decline,0.53044,0,retry,retry,True,[],[],Relaxed
txn_000132,cust_002928,432.83,wallet,514,14,10,0.7143,3,False,insufficient_balance,0.46285999999999994,0,reminder,reminder,True,[],[],Relaxed
txn_003705,cust_003138,3474.59,card,498,27,22,0.8148,4,False,authentication_failed,0.37295999999999996,0,reminder,reminder,True,[],[],Relaxed
txn_001373,cust_000891,2788.48,wallet,610,2,2,1.0,4,False,bank_decline,0.33999999999999997,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_006201,cust_000157,379.5,netbanking,621,7,6,0.8571,1,False,expired_card,0.82142,1,payment_link,payment_link,True,[],[],Relaxed
txn_004857,cust_002107,1006.44,netbanking,1000,23,18,0.7826,3,False,gateway_error,0.5965199999999999,0,retry,retry,True,[],[],Relaxed
txn_004713,cust_000596,828.19,wallet,838,13,10,0.7692,4,False,gateway_error,0.2638400000000001,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_005545,cust_000087,1111.96,wallet,814,17,15,0.8824,4,False,bank_decline,0.31648,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_001414,cust_000534,949.49,upi,563,20,18,0.9,2,False,gateway_error,0.7000000000000001,1,retry,retry,True,[],[],Relaxed
txn_004114,cust_001065,2301.32,wallet,123,12,10,0.8333,4,False,authentication_failed,0.37666,0,reminder,reminder,True,[],[],Relaxed
txn_000656,cust_000102,1464.04,card,24,25,22,0.88,4,False,network_error,0.256,0,retry,reminder,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_008138,cust_002458,931.81,netbanking,1214,12,9,0.75,1,False,bank_decline,0.63,0,retry,retry,True,[],[],Relaxed
txn_004099,cust_000334,894.36,wallet,359,18,13,0.7222,2,False,bank_decline,0.5444399999999999,1,retry,retry,True,[],[],Relaxed
txn_000593,cust_001688,935.36,upi,1098,19,16,0.8421,3,False,insufficient_balance,0.48841999999999997,0,reminder,reminder,True,[],[],Relaxed
txn_008709,cust_000943,1504.12,wallet,1253,18,14,0.7778,2,False,bank_decline,0.55556,1,retry,retry,True,[],[],Relaxed
txn_003124,cust_001483,1019.96,card,579,3,2,0.6667,2,False,bank_decline,0.53334,0,retry,retry,True,[],[],Relaxed
txn_003048,cust_001416,1843.44,wallet,1257,17,11,0.6471,4,False,gateway_error,0.23942000000000002,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_003888,cust_000650,781.8,wallet,808,10,6,0.6,4,False,bank_decline,0.26,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_005736,cust_002315,347.63,upi,123,20,16,0.8,2,False,expired_card,0.7300000000000001,0,payment_link,payment_link,True,[],[],Relaxed
txn_002185,cust_003020,3604.15,netbanking,936,19,13,0.6842,4,False,bank_decline,0.27684,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_002146,cust_001520,1452.32,card,1330,12,9,0.75,4,False,insufficient_balance,0.39,0,reminder,reminder,True,[],[],Relaxed
txn_007048,cust_000634,621.5,upi,522,18,13,0.7222,2,False,expired_card,0.71444,1,payment_link,payment_link,True,[],[],Relaxed
txn_003106,cust_000902,492.67,card,1262,17,13,0.7647,4,False,bank_decline,0.29294,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_009234,cust_000216,2480.12,wallet,276,16,11,0.6875,3,False,network_error,0.6275,1,retry,retry,True,[],[],Relaxed
txn_009097,cust_002068,2885.28,upi,294,28,21,0.75,4,False,bank_decline,0.29000000000000004,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_002770,cust_003053,733.06,upi,1398,12,8,0.6667,4,False,network_error,0.24333999999999995,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_005222,cust_003316,687.96,upi,1023,4,4,1.0,4,False,insufficient_balance,0.36,0,payment_link,payment_link,True,[],[],Relaxed
txn_005834,cust_001703,1156.01,card,718,11,6,0.5455,4,False,network_error,0.21910000000000002,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_001733,cust_000616,5188.05,card,93,9,9,1.0,4,False,gateway_error,0.31000000000000005,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_000266,cust_001161,713.19,netbanking,908,14,13,0.9286,2,False,gateway_error,0.70572,0,retry,retry,True,[],[],Relaxed
txn_005145,cust_001132,2187.74,wallet,104,23,15,0.6522,1,False,bank_decline,0.61044,0,retry,retry,True,[],[],Relaxed
txn_008268,cust_000709,3552.52,netbanking,876,4,4,1.0,2,False,bank_decline,0.6,1,retry,retry,True,[],[],Relaxed
txn_003938,cust_002513,1317.93,wallet,302,4,4,1.0,1,False,network_error,0.85,1,retry,retry,True,[],[],Relaxed
txn_000762,cust_001984,1744.98,netbanking,598,25,22,0.88,1,False,gateway_error,0.776,1,retry,retry,True,[],[],Relaxed
txn_007221,cust_000005,981.94,card,999,13,9,0.6923,3,False,gateway_error,0.5784599999999999,0,retry,retry,True,[],[],Relaxed
txn_008440,cust_000288,1195.25,card,86,28,24,0.8571,1,False,gateway_error,0.77142,1,retry,retry,True,[],[],Relaxed
txn_003258,cust_002812,871.57,upi,646,14,8,0.5714,1,False,expired_card,0.76428,1,payment_link,payment_link,True,[],[],Relaxed
txn_004339,cust_001340,1709.05,upi,750,27,20,0.7407,1,False,bank_decline,0.6281399999999999,0,retry,retry,True,[],[],Relaxed
txn_004363,cust_001057,1851.85,netbanking,1300,3,0,0.0,4,False,network_error,0.10999999999999999,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_000317,cust_000063,450.9,card,1264,15,11,0.7333,2,False,gateway_error,0.6666599999999999,1,retry,retry,True,[],[],Relaxed
txn_008070,cust_002705,554.53,upi,731,5,4,0.8,1,False,network_error,0.81,0,retry,retry,True,[],[],Relaxed
txn_001852,cust_000583,416.05,netbanking,1336,2,0,0.0,2,False,insufficient_balance,0.39999999999999997,0,reminder,reminder,True,[],[],Relaxed
txn_002485,cust_000607,526.0,upi,36,23,19,0.8261,2,False,gateway_error,0.68522,1,retry,retry,True,[],[],Relaxed
txn_009874,cust_002221,612.41,wallet,633,2,1,0.5,4,False,authentication_failed,0.3600000000000001,0,payment_link,payment_link,True,[],[],Relaxed
txn_009575,cust_001108,871.05,card,821,6,4,0.6667,2,False,gateway_error,0.6533399999999999,1,retry,retry,True,[],[],Relaxed
txn_001079,cust_002496,225.11,upi,1114,2,1,0.5,4,False,network_error,0.21000000000000002,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_008359,cust_001829,601.17,upi,823,24,17,0.7083,4,False,authentication_failed,0.40166,1,payment_link,payment_link,True,[],[],Relaxed
txn_007334,cust_003219,4995.69,netbanking,378,9,6,0.6667,4,False,gateway_error,0.24333999999999995,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_001072,cust_000961,1069.27,card,643,21,16,0.7619,2,False,network_error,0.72238,1,retry,retry,True,[],[],Relaxed
txn_000104,cust_001657,274.64,netbanking,91,11,6,0.5455,1,False,bank_decline,0.5891,1,retry,retry,True,[],[],Relaxed
txn_005749,cust_003318,1383.95,netbanking,1287,29,24,0.8276,2,False,network_error,0.7355200000000001,0,retry,retry,True,[],[],Relaxed
txn_001419,cust_003097,1977.06,upi,529,0,0,0.0,1,True,gateway_error,0.5499999999999999,1,retry,retry,True,[],[],Relaxed
txn_001659,cust_002226,1870.39,netbanking,269,25,19,0.76,3,False,gateway_error,0.592,1,retry,retry,True,[],[],Relaxed
txn_005285,cust_001305,189.79,upi,765,29,25,0.8621,1,False,gateway_error,0.77242,1,retry,retry,True,[],[],Relaxed
txn_001150,cust_001908,6182.97,wallet,533,19,14,0.7368,1,False,bank_decline,0.6273599999999999,0,retry,retry,True,[],[],Relaxed
txn_007151,cust_002157,1187.85,upi,822,28,22,0.7857,4,False,insufficient_balance,0.39714000000000005,0,reminder,reminder,True,[],[],Relaxed
txn_001569,cust_001357,1057.25,wallet,477,24,20,0.8333,4,False,bank_decline,0.27666,0,retry,reminder,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_001088,cust_000042,2071.82,card,460,12,10,0.8333,4,False,insufficient_balance,0.40666,1,reminder,reminder,True,[],[],Relaxed
txn_006086,cust_003261,1763.63,upi,390,2,2,1.0,4,False,bank_decline,0.31000000000000005,0,retry,reminder,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_008675,cust_002926,992.42,netbanking,817,5,5,1.0,2,False,insufficient_balance,0.6,1,reminder,reminder,True,[],[],Relaxed
txn_008342,cust_002986,927.32,wallet,1229,28,25,0.8929,2,False,bank_decline,0.57858,1,retry,retry,True,[],[],Relaxed
txn_007812,cust_002918,581.5,netbanking,37,16,9,0.5625,4,False,gateway_error,0.22249999999999998,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_006085,cust_002086,1716.54,netbanking,841,17,13,0.7647,3,False,bank_decline,0.47294,0,retry,retry,True,[],[],Relaxed
txn_008774,cust_001004,961.61,wallet,646,17,12,0.7059,2,False,network_error,0.71118,1,retry,retry,True,[],[],Relaxed
txn_008758,cust_000314,2602.55,card,740,1,0,0.0,4,False,bank_decline,0.14,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_001693,cust_003140,1245.45,wallet,1369,29,21,0.7241,2,False,insufficient_balance,0.46481999999999996,0,payment_link,payment_link,True,[],[],Relaxed
txn_004735,cust_002526,1321.65,netbanking,410,3,1,0.3333,1,False,expired_card,0.71666,1,payment_link,payment_link,True,[],[],Relaxed
txn_003388,cust_001893,12183.24,wallet,876,0,0,0.0,2,True,bank_decline,0.35,1,retry,retry,True,[],[],Relaxed
txn_003647,cust_001308,1173.84,netbanking,408,14,10,0.7143,3,False,gateway_error,0.58286,1,retry,retry,True,[],[],Relaxed
txn_001684,cust_001423,1396.56,netbanking,1381,27,16,0.5926,4,False,authentication_failed,0.37851999999999997,1,payment_link,payment_link,True,[],[],Relaxed
txn_000009,cust_000125,1382.01,wallet,997,14,9,0.6429,3,False,network_error,0.6185799999999999,1,retry,retry,True,[],[],Relaxed
txn_006063,cust_000681,142.83,wallet,167,9,8,0.8889,4,False,insufficient_balance,0.41778000000000004,1,reminder,reminder,True,[],[],Relaxed
txn_006517,cust_003104,839.06,card,307,29,18,0.6207,3,False,gateway_error,0.56414,1,retry,retry,True,[],[],Relaxed
txn_004124,cust_001458,338.48,card,902,10,7,0.7,3,False,gateway_error,0.58,0,retry,retry,True,[],[],Relaxed
txn_008730,cust_002795,858.48,card,564,0,0,0.0,2,True,expired_card,0.29,0,reminder,reminder,True,[],[],Relaxed
txn_006046,cust_001224,2305.28,wallet,783,3,2,0.6667,3,False,bank_decline,0.45333999999999997,1,retry,retry,True,[],[],Relaxed
txn_000568,cust_000615,778.96,netbanking,1485,12,9,0.75,1,False,bank_decline,0.63,0,retry,retry,True,[],[],Relaxed
txn_009162,cust_000085,10657.22,upi,583,15,9,0.6,2,False,expired_card,0.6900000000000001,0,payment_link,payment_link,True,[],[],Relaxed
txn_001804,cust_000667,1708.01,netbanking,1011,6,4,0.6667,1,False,insufficient_balance,0.61334,1,reminder,reminder,True,[],[],Relaxed
txn_008502,cust_000001,617.16,netbanking,887,5,3,0.6,3,False,gateway_error,0.5599999999999999,1,retry,retry,True,[],[],Relaxed
txn_004901,cust_000917,401.23,card,1125,25,18,0.72,4,False,authentication_failed,0.4039999999999999,0,payment_link,payment_link,True,[],[],Relaxed
txn_001600,cust_000372,1675.46,wallet,1205,0,0,0.0,3,True,bank_decline,0.26999999999999996,1,retry,retry,True,[],[],Relaxed
txn_007932,cust_001573,1924.38,netbanking,1196,12,9,0.75,2,False,bank_decline,0.55,1,retry,retry,True,[],[],Relaxed
txn_009548,cust_003120,2515.72,card,290,24,19,0.7917,2,False,expired_card,0.72834,0,payment_link,payment_link,True,[],[],Relaxed
txn_002824,cust_003236,2376.7,card,668,0,0,0.0,1,True,insufficient_balance,0.43,0,reminder,reminder,True,[],[],Relaxed
txn_005468,cust_000078,1742.09,card,1356,21,16,0.7619,1,False,insufficient_balance,0.55238,0,payment_link,payment_link,True,[],[],Relaxed
txn_003530,cust_000260,2528.97,upi,1445,10,9,0.9,1,False,network_error,0.83,1,retry,retry,True,[],[],Relaxed
txn_008684,cust_002187,1135.97,netbanking,1095,29,20,0.6897,2,False,insufficient_balance,0.53794,0,reminder,reminder,True,[],[],Relaxed
txn_001156,cust_001672,1113.31,upi,814,19,18,0.9474,1,False,expired_card,0.83948,1,payment_link,payment_link,True,[],[],Relaxed
txn_006548,cust_002246,531.97,upi,682,1,1,1.0,3,False,bank_decline,0.5199999999999999,1,retry,retry,True,[],[],Relaxed
txn_009089,cust_000503,923.16,wallet,1433,14,10,0.7143,4,False,bank_decline,0.28286,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_007621,cust_002685,1113.93,upi,391,16,15,0.9375,4,False,gateway_error,0.26749999999999996,1,retry,reminder,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_008297,cust_000922,993.95,card,789,26,22,0.8462,1,False,bank_decline,0.64924,0,retry,retry,True,[],[],Relaxed
txn_004541,cust_001394,549.47,card,758,11,8,0.7273,4,False,authentication_failed,0.40545999999999993,1,payment_link,payment_link,True,[],[],Relaxed
txn_009135,cust_001039,1166.77,card,68,12,7,0.5833,4,False,authentication_failed,0.32666000000000006,0,reminder,reminder,True,[],[],Relaxed
txn_006483,cust_002751,690.16,netbanking,62,17,12,0.7059,2,False,insufficient_balance,0.5411800000000001,0,reminder,reminder,True,[],[],Relaxed
txn_005827,cust_002367,5116.65,wallet,415,27,22,0.8148,4,False,insufficient_balance,0.40296,0,reminder,reminder,True,[],[],Relaxed
txn_001191,cust_002610,13271.36,wallet,590,27,22,0.8148,1,False,authentication_failed,0.66296,1,payment_link,payment_link,True,[],[],Relaxed
txn_007445,cust_000936,1208.84,upi,372,10,8,0.8,2,False,insufficient_balance,0.43,0,retry,retry,True,[],[],Relaxed
txn_008521,cust_002909,4395.82,wallet,888,23,13,0.5652,4,False,network_error,0.22304000000000002,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_000961,cust_000075,365.76,netbanking,631,24,16,0.6667,3,False,network_error,0.6233399999999999,0,retry,retry,True,[],[],Relaxed
txn_007455,cust_000047,1055.54,upi,1091,2,1,0.5,4,False,bank_decline,0.24000000000000005,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_000037,cust_000960,554.13,netbanking,1206,12,8,0.6667,2,False,bank_decline,0.53334,0,retry,retry,True,[],[],Relaxed
txn_007517,cust_000094,664.81,wallet,94,10,7,0.7,2,False,network_error,0.71,0,retry,retry,True,[],[],Relaxed
txn_007645,cust_000687,801.54,upi,753,14,12,0.8571,2,False,bank_decline,0.57142,1,retry,retry,True,[],[],Relaxed
txn_004439,cust_000225,683.48,card,1350,25,19,0.76,3,False,insufficient_balance,0.472,0,reminder,reminder,True,[],[],Relaxed
txn_006162,cust_002677,1169.45,upi,652,29,20,0.6897,4,False,gateway_error,0.21794000000000002,1,retry,reminder,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_007745,cust_001204,596.12,upi,330,20,16,0.8,1,False,authentication_failed,0.61,0,reminder,reminder,True,[],[],Relaxed
txn_009588,cust_002154,898.84,netbanking,1380,5,5,1.0,2,False,gateway_error,0.7200000000000001,0,retry,retry,True,[],[],Relaxed
txn_008120,cust_002818,648.98,upi,1352,10,7,0.7,1,False,gateway_error,0.74,1,retry,retry,True,[],[],Relaxed
txn_006968,cust_000655,1796.17,card,143,16,11,0.6875,3,False,bank_decline,0.4574999999999999,1,retry,retry,True,[],[],Relaxed
txn_005719,cust_000384,6212.04,card,950,19,12,0.6316,4,False,bank_decline,0.26632,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_000578,cust_000668,1100.42,netbanking,1291,26,21,0.8077,3,False,bank_decline,0.48153999999999997,0,retry,retry,True,[],[],Relaxed
txn_009834,cust_000795,3382.78,card,1448,11,10,0.9091,2,False,authentication_failed,0.6018200000000001,1,payment_link,payment_link,True,[],[],Relaxed
txn_004103,cust_003293,957.6,card,199,21,16,0.7619,4,False,bank_decline,0.29238,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_007647,cust_001712,590.94,card,1297,23,17,0.7391,2,False,network_error,0.71782,1,retry,retry,True,[],[],Relaxed
txn_004152,cust_003072,7183.43,card,1104,23,20,0.8696,4,False,gateway_error,0.25392000000000003,1,retry,reminder,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_003131,cust_002080,1353.59,upi,1414,15,11,0.7333,3,False,gateway_error,0.5866599999999998,1,retry,retry,True,[],[],Relaxed
txn_004891,cust_002508,748.18,card,282,15,11,0.7333,2,False,insufficient_balance,0.54666,1,reminder,reminder,True,[],[],Relaxed
txn_009976,cust_000177,1735.96,netbanking,955,14,12,0.8571,4,False,network_error,0.28142,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_007472,cust_000989,641.12,wallet,431,15,8,0.5333,2,False,gateway_error,0.6266600000000001,1,retry,retry,True,[],[],Relaxed
txn_001834,cust_000359,389.59,wallet,1330,11,5,0.4545,4,False,expired_card,0.5009,1,payment_link,payment_link,True,[],[],Relaxed
txn_009149,cust_000097,1120.25,upi,1496,24,15,0.625,4,False,bank_decline,0.265,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_004892,cust_000261,424.93,upi,483,15,12,0.8,1,False,bank_decline,0.64,1,retry,retry,True,[],[],Relaxed
txn_002288,cust_002982,2907.11,upi,985,26,21,0.8077,2,False,insufficient_balance,0.48154,0,payment_link,payment_link,True,[],[],Relaxed
txn_001331,cust_000037,1138.07,wallet,956,13,10,0.7692,1,False,insufficient_balance,0.55384,1,payment_link,payment_link,True,[],[],Relaxed
txn_002772,cust_000348,2267.82,wallet,1001,29,19,0.6552,3,False,gateway_error,0.5710399999999999,1,retry,retry,True,[],[],Relaxed
txn_003687,cust_001623,1566.06,wallet,907,11,5,0.4545,3,False,gateway_error,0.5309,1,retry,retry,True,[],[],Relaxed
txn_008284,cust_001391,2476.38,card,650,5,4,0.8,2,False,expired_card,0.7300000000000001,1,payment_link,payment_link,True,[],[],Relaxed
txn_005929,cust_000309,1887.05,wallet,1437,8,7,0.875,3,False,bank_decline,0.495,1,retry,retry,True,[],[],Relaxed
txn_000638,cust_002653,1069.47,card,119,25,18,0.72,1,False,insufficient_balance,0.6239999999999999,1,reminder,reminder,True,[],[],Relaxed
txn_000048,cust_000466,907.34,upi,1029,19,15,0.7895,1,False,network_error,0.8079,0,retry,retry,True,[],[],Relaxed
txn_002603,cust_002968,4459.01,card,324,26,19,0.7308,1,False,insufficient_balance,0.62616,1,reminder,reminder,True,[],[],Relaxed
txn_001966,cust_001937,1244.3,netbanking,1315,5,5,1.0,3,False,gateway_error,0.64,1,retry,retry,True,[],[],Relaxed
txn_002169,cust_001283,1302.97,card,85,29,23,0.7931,3,False,bank_decline,0.47861999999999993,0,retry,retry,True,[],[],Relaxed
txn_005050,cust_001187,420.16,card,677,18,12,0.6667,1,False,gateway_error,0.7333399999999999,1,retry,retry,True,[],[],Relaxed
txn_003335,cust_002357,469.69,card,1165,6,6,1.0,1,False,gateway_error,0.8,1,retry,retry,True,[],[],Relaxed
txn_003020,cust_000917,439.18,upi,485,12,10,0.8333,3,False,insufficient_balance,0.48666,0,reminder,reminder,True,[],[],Relaxed
txn_008765,cust_000618,1440.45,wallet,195,22,16,0.7273,1,False,gateway_error,0.74546,0,retry,retry,True,[],[],Relaxed
txn_009177,cust_002791,2796.93,upi,932,10,7,0.7,3,False,gateway_error,0.58,1,retry,retry,True,[],[],Relaxed
txn_001361,cust_001829,2517.08,netbanking,1435,15,8,0.5333,1,False,bank_decline,0.58666,1,retry,retry,True,[],[],Relaxed
txn_005799,cust_001353,1497.46,wallet,1346,27,17,0.6296,1,False,gateway_error,0.7259199999999999,1,retry,retry,True,[],[],Relaxed
txn_009401,cust_001659,1713.88,netbanking,155,29,24,0.8276,3,False,network_error,0.65552,1,retry,retry,True,[],[],Relaxed
txn_003252,cust_001800,2967.82,upi,459,19,15,0.7895,4,False,insufficient_balance,0.3978999999999999,0,reminder,reminder,True,[],[],Relaxed
txn_006301,cust_001964,646.44,wallet,838,18,12,0.6667,4,False,gateway_error,0.24333999999999995,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_002252,cust_001743,1577.45,card,942,5,4,0.8,3,False,expired_card,0.65,1,payment_link,payment_link,True,[],[],Relaxed
txn_006028,cust_002775,326.0,card,987,0,0,0.0,2,True,gateway_error,0.19,0,reminder,reminder,True,[],[],Relaxed
txn_001176,cust_001697,781.08,wallet,1433,1,0,0.0,2,False,authentication_failed,0.36999999999999994,1,reminder,reminder,True,[],[],Relaxed
txn_008800,cust_001816,630.62,netbanking,375,25,19,0.76,2,False,insufficient_balance,0.422,0,retry,retry,True,[],[],Relaxed
txn_003280,cust_002661,462.0,card,1398,14,11,0.7857,4,False,insufficient_balance,0.31714,0,payment_link,payment_link,True,[],[],Relaxed
txn_002974,cust_002848,1122.72,upi,9,8,7,0.875,4,False,authentication_failed,0.385,1,reminder,reminder,True,[],[],Relaxed
txn_003397,cust_002473,10106.11,wallet,40,11,6,0.5455,1,False,gateway_error,0.7091000000000001,1,retry,retry,True,[],[],Relaxed
txn_006940,cust_002288,1184.5,wallet,387,2,2,1.0,1,False,expired_card,0.85,1,payment_link,payment_link,True,[],[],Relaxed
txn_000966,cust_001538,745.07,wallet,253,0,0,0.0,4,True,bank_decline,0.09000000000000001,0,payment_link,payment_link,True,[],[],Relaxed
txn_008575,cust_001789,1115.57,netbanking,1012,2,2,1.0,3,False,gateway_error,0.64,1,retry,retry,True,[],[],Relaxed
txn_000743,cust_001498,1017.28,card,355,21,16,0.7619,3,False,network_error,0.64238,1,retry,retry,True,[],[],Relaxed
txn_007515,cust_001991,873.96,upi,709,3,3,1.0,4,False,insufficient_balance,0.43999999999999995,1,retry,reminder,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
