transaction_id,amount,failure_reason,ml_action,utility_action,preferred_action,final_action,ml_probability,utility_probability,ml_true_probability,utility_true_probability,final_true_probability,ml_recovered,utility_recovered,final_recovered,ml_to_utility_changed,utility_to_policy_changed,ml_to_final_changed,utility_impact,policy_impact,policy_reasons
txn_000089,5586.22,gateway_error,retry,retry,retry,payment_link,0.5638659606647596,0.5638659606647596,0.51,0.51,0.26,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_008695,996.35,insufficient_balance,reminder,reminder,reminder,reminder,0.3408083103012133,0.3408083103012133,0.43,0.43,0.43,1,1,1,False,False,False,no_change,no_change,[]
txn_009732,782.95,bank_decline,retry,retry,retry,reminder,0.47951464665548843,0.47951464665548843,0.4,0.4,0.27,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_009446,2965.9,network_error,retry,retry,retry,retry,0.6707844033811149,0.6707844033811149,0.71482,0.71482,0.71482,1,1,1,False,False,False,no_change,no_change,[]
txn_006754,789.64,bank_decline,retry,retry,retry,payment_link,0.4965704927954302,0.4965704927954302,0.37334,0.37334,0.2733399999999999,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_003502,871.01,insufficient_balance,reminder,reminder,reminder,reminder,0.599561482556518,0.599561482556518,0.6,0.6,0.6,1,1,1,False,False,False,no_change,no_change,[]
txn_002234,730.83,gateway_error,retry,retry,retry,payment_link,0.600562428741109,0.600562428741109,0.56858,0.56858,0.31858,1,1,0,False,True,True,no_change,policy_hurt,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_002803,1806.58,insufficient_balance,payment_link,payment_link,payment_link,reminder,0.4084557807642073,0.4084557807642073,0.28728,0.28728,0.36728000000000005,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'payment_link', 'reasons': ['payment_link_not_preferred_for_insufficient_balance']}]"
txn_004424,449.71,gateway_error,retry,retry,retry,reminder,0.5345074285191345,0.5345074285191345,0.512,0.512,0.23200000000000004,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_005663,964.06,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.6197624885675075,0.6197624885675075,0.55334,0.55334,0.55334,0,0,0,False,False,False,no_change,no_change,[]
txn_007170,950.43,gateway_error,retry,retry,retry,payment_link,0.5471307582661662,0.5471307582661662,0.56,0.56,0.31000000000000005,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_008337,3425.66,bank_decline,retry,retry,retry,retry,0.642924508149965,0.642924508149965,0.6,0.6,0.6,0,0,0,False,False,False,no_change,no_change,[]
txn_002148,588.18,insufficient_balance,reminder,reminder,reminder,reminder,0.6111316308985066,0.6111316308985066,0.5357200000000001,0.5357200000000001,0.5357200000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_007969,1657.51,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.6825251255792326,0.6825251255792326,0.6699999999999999,0.6699999999999999,0.6699999999999999,0,0,0,False,False,False,no_change,no_change,[]
txn_006551,1816.67,bank_decline,retry,retry,retry,retry,0.6180591421786726,0.6180591421786726,0.5800000000000001,0.5800000000000001,0.5800000000000001,0,0,0,False,False,False,no_change,no_change,[]
txn_007643,673.95,gateway_error,retry,retry,retry,payment_link,0.5229233082723789,0.5229233082723789,0.51,0.51,0.26,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_006164,994.35,bank_decline,retry,retry,retry,payment_link,0.516884230840523,0.516884230840523,0.43999999999999995,0.43999999999999995,0.33999999999999997,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_001495,477.88,bank_decline,retry,retry,retry,retry,0.5829287274463566,0.5829287274463566,0.552,0.552,0.552,0,0,0,False,False,False,no_change,no_change,[]
txn_007696,866.18,gateway_error,retry,retry,retry,payment_link,0.5656801663042029,0.5656801663042029,0.50482,0.50482,0.25482,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_007094,738.48,expired_card,payment_link,payment_link,payment_link,payment_link,0.5848225557631368,0.5848225557631368,0.69,0.69,0.69,0,0,0,False,False,False,no_change,no_change,[]
txn_001409,1095.42,gateway_error,retry,retry,retry,retry,0.7389131532413006,0.7389131532413006,0.75,0.75,0.75,1,1,1,False,False,False,no_change,no_change,[]
txn_006691,571.27,bank_decline,retry,retry,retry,payment_link,0.490593658117785,0.490593658117785,0.40364,0.40364,0.30364,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_003401,1739.67,gateway_error,retry,retry,retry,retry,0.6164458461227366,0.6164458461227366,0.66118,0.66118,0.66118,1,1,1,False,False,False,no_change,no_change,[]
txn_000109,1495.42,gateway_error,retry,retry,retry,retry,0.6284608413780948,0.6284608413780948,0.6673600000000001,0.6673600000000001,0.6673600000000001,0,0,0,False,False,False,no_change,no_change,[]
txn_005636,2509.13,insufficient_balance,reminder,reminder,reminder,reminder,0.47192181847322945,0.47192181847322945,0.48363999999999996,0.48363999999999996,0.48363999999999996,1,1,1,False,False,False,no_change,no_change,[]
txn_008482,5506.27,gateway_error,retry,retry,retry,retry,0.6957199324348148,0.6957199324348148,0.7586200000000001,0.7586200000000001,0.7586200000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_006604,700.48,expired_card,payment_link,payment_link,payment_link,payment_link,0.6260450651156048,0.6260450651156048,0.6233399999999999,0.6233399999999999,0.6233399999999999,0,0,0,False,False,False,no_change,no_change,[]
txn_001091,467.12,gateway_error,retry,retry,retry,payment_link,0.476465133995419,0.476465133995419,0.485,0.485,0.235,1,1,0,False,True,True,no_change,policy_hurt,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_005560,628.15,gateway_error,retry,retry,retry,retry,0.6899453718411792,0.6899453718411792,0.71112,0.71112,0.71112,1,1,1,False,False,False,no_change,no_change,[]
txn_009412,808.78,gateway_error,retry,retry,retry,retry,0.6772615138795665,0.6772615138795665,0.67454,0.67454,0.67454,1,1,1,False,False,False,no_change,no_change,[]
txn_008143,580.71,bank_decline,retry,retry,retry,retry,0.6249492870458844,0.6249492870458844,0.57142,0.57142,0.57142,1,1,1,False,False,False,no_change,no_change,[]
txn_008664,1620.1,network_error,retry,retry,retry,payment_link,0.5661146598641704,0.5661146598641704,0.55286,0.55286,0.25286000000000003,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_006596,816.51,gateway_error,retry,retry,retry,retry,0.7055702778297294,0.7055702778297294,0.69778,0.69778,0.69778,1,1,1,False,False,False,no_change,no_change,[]
txn_000624,1040.07,authentication_failed,payment_link,reminder,reminder,reminder,0.6007712434315151,0.5994850063195629,0.5914200000000001,0.54142,0.54142,1,1,1,True,False,True,same_outcome,no_change,[]
txn_006871,614.76,expired_card,payment_link,payment_link,payment_link,payment_link,0.5960684372219225,0.5960684372219225,0.6465199999999999,0.6465199999999999,0.6465199999999999,1,1,1,False,False,False,no_change,no_change,[]
txn_004814,772.49,bank_decline,retry,retry,retry,retry,0.6835809192082779,0.6835809192082779,0.63652,0.63652,0.63652,1,1,1,False,False,False,no_change,no_change,[]
txn_006553,3101.4,bank_decline,retry,retry,retry,reminder,0.5246180908594635,0.5246180908594635,0.48363999999999996,0.48363999999999996,0.35363999999999995,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_007530,266.39,bank_decline,retry,retry,retry,payment_link,0.4339160880324664,0.4339160880324664,0.3685799999999999,0.3685799999999999,0.26857999999999993,1,1,0,False,True,True,no_change,policy_hurt,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_005796,901.59,expired_card,payment_link,payment_link,payment_link,payment_link,0.7027822867465712,0.7027822867465712,0.75,0.75,0.75,0,0,0,False,False,False,no_change,no_change,[]
txn_007437,2371.89,network_error,retry,retry,retry,payment_link,0.5864089806682222,0.5864089806682222,0.6275,0.6275,0.3275,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_004218,403.35,network_error,retry,retry,retry,payment_link,0.6263686680677555,0.6263686680677555,0.6354599999999999,0.6354599999999999,0.33546,1,1,0,False,True,True,no_change,policy_hurt,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}, {'action': 'reminder', 'reasons': ['temporary_network_error_should_be_retried_first']}]"
txn_005941,643.19,gateway_error,retry,retry,retry,retry,0.7737062143588491,0.7737062143588491,0.8,0.8,0.8,1,1,1,False,False,False,no_change,no_change,[]
txn_008501,1108.05,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.5763152685981915,0.5763152685981915,0.5800000000000001,0.5800000000000001,0.5800000000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_006429,1550.38,network_error,retry,retry,retry,payment_link,0.5771090620332647,0.5771090620332647,0.59518,0.59518,0.29518,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}, {'action': 'reminder', 'reasons': ['temporary_network_error_should_be_retried_first']}]"
txn_006827,1609.03,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.48012750281887473,0.48012750281887473,0.44000000000000006,0.44000000000000006,0.44000000000000006,0,0,0,False,False,False,no_change,no_change,[]
txn_004131,1557.42,insufficient_balance,payment_link,payment_link,payment_link,reminder,0.6152479793330838,0.6152479793330838,0.48296,0.48296,0.56296,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'payment_link', 'reasons': ['payment_link_not_preferred_for_insufficient_balance']}]"
txn_007802,553.15,bank_decline,retry,retry,retry,retry,0.682780838272906,0.682780838272906,0.64666,0.64666,0.64666,1,1,1,False,False,False,no_change,no_change,[]
txn_007754,652.09,bank_decline,retry,retry,retry,payment_link,0.5597254768041019,0.5597254768041019,0.495,0.495,0.3949999999999999,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_004722,1241.0,network_error,retry,retry,retry,payment_link,0.5656683208613529,0.5656683208613529,0.54846,0.54846,0.24845999999999996,1,1,0,False,True,True,no_change,policy_hurt,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_001651,1361.34,bank_decline,retry,retry,retry,retry,0.7014936896655791,0.7014936896655791,0.63,0.63,0.63,0,0,0,False,False,False,no_change,no_change,[]
txn_004141,571.56,insufficient_balance,reminder,reminder,reminder,reminder,0.6252836159154109,0.6252836159154109,0.5272800000000001,0.5272800000000001,0.5272800000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_001618,997.27,authentication_failed,reminder,reminder,reminder,reminder,0.5986897281155444,0.5986897281155444,0.5700000000000001,0.5700000000000001,0.5700000000000001,0,0,0,False,False,False,no_change,no_change,[]
txn_002030,1425.95,gateway_error,retry,retry,retry,retry,0.6795269775563039,0.6795269775563039,0.67834,0.67834,0.67834,0,0,0,False,False,False,no_change,no_change,[]
txn_008518,433.96,bank_decline,reminder,reminder,reminder,reminder,0.35260277202784746,0.35260277202784746,0.21999999999999997,0.21999999999999997,0.21999999999999997,1,1,1,False,False,False,no_change,no_change,[]
txn_004576,1320.42,expired_card,payment_link,payment_link,payment_link,payment_link,0.7445719611650196,0.7445719611650196,0.825,0.825,0.825,1,1,1,False,False,False,no_change,no_change,[]
txn_003993,962.9,gateway_error,retry,retry,retry,retry,0.7246799449390308,0.7246799449390308,0.68666,0.68666,0.68666,1,1,1,False,False,False,no_change,no_change,[]
txn_007377,1144.53,bank_decline,retry,retry,retry,retry,0.6289008430584802,0.6289008430584802,0.5818200000000001,0.5818200000000001,0.5818200000000001,0,0,0,False,False,False,no_change,no_change,[]
txn_006150,2904.66,network_error,retry,retry,retry,payment_link,0.6263862107337183,0.6263862107337183,0.58778,0.58778,0.28778000000000004,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_004909,2390.18,gateway_error,retry,retry,retry,retry,0.7267902289604087,0.7267902289604087,0.7777799999999999,0.7777799999999999,0.7777799999999999,0,0,0,False,False,False,no_change,no_change,[]
txn_005027,641.97,bank_decline,retry,retry,retry,payment_link,0.5550111824931562,0.5550111824931562,0.48,0.48,0.38,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_008261,1013.93,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.6536517192303934,0.6536517192303934,0.6407400000000001,0.6407400000000001,0.6407400000000001,0,0,0,False,False,False,no_change,no_change,[]
txn_004732,4887.67,authentication_failed,reminder,reminder,reminder,reminder,0.4518679240370455,0.4518679240370455,0.33632000000000006,0.33632000000000006,0.33632000000000006,0,0,0,False,False,False,no_change,no_change,[]
txn_007549,1373.39,insufficient_balance,retry,retry,retry,retry,0.6503045478537015,0.6503045478537015,0.52242,0.52242,0.52242,0,0,0,False,False,False,no_change,no_change,[]
txn_008135,1114.48,network_error,retry,retry,retry,payment_link,0.31440848566158774,0.31440848566158774,0.4399999999999999,0.4399999999999999,0.13999999999999996,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_001607,766.91,bank_decline,retry,retry,retry,retry,0.5919171127923477,0.5919171127923477,0.57242,0.57242,0.57242,0,0,0,False,False,False,no_change,no_change,[]
txn_004774,466.57,expired_card,payment_link,payment_link,payment_link,payment_link,0.7050685622016579,0.7050685622016579,0.75,0.75,0.75,0,0,0,False,False,False,no_change,no_change,[]
txn_008110,360.61,gateway_error,retry,retry,retry,retry,0.7134959899733246,0.7134959899733246,0.7200000000000001,0.7200000000000001,0.7200000000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_006952,2492.84,insufficient_balance,reminder,reminder,reminder,reminder,0.6042875097241491,0.6042875097241491,0.57142,0.57142,0.57142,0,0,0,False,False,False,no_change,no_change,[]
txn_006005,3029.75,bank_decline,retry,retry,retry,reminder,0.5255120902336556,0.5255120902336556,0.47453999999999996,0.47453999999999996,0.34453999999999996,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_007729,662.97,gateway_error,retry,retry,retry,retry,0.7637907273001658,0.7637907273001658,0.8,0.8,0.8,1,1,1,False,False,False,no_change,no_change,[]
txn_003542,1638.72,bank_decline,retry,retry,retry,retry,0.6583448578184009,0.6583448578184009,0.5866600000000001,0.5866600000000001,0.5866600000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_000389,1862.28,gateway_error,retry,retry,retry,payment_link,0.5319551940443955,0.5319551940443955,0.5349999999999999,0.5349999999999999,0.28500000000000003,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_001795,463.08,network_error,retry,retry,retry,retry,0.7664752075460896,0.7664752075460896,0.85,0.85,0.85,1,1,1,False,False,False,no_change,no_change,[]
txn_008732,1417.18,bank_decline,retry,retry,retry,payment_link,0.5637013235606834,0.5637013235606834,0.49141999999999997,0.49141999999999997,0.39142,1,1,0,False,True,True,no_change,policy_hurt,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_004920,660.37,insufficient_balance,reminder,reminder,reminder,reminder,0.6427429548581803,0.6427429548581803,0.61334,0.61334,0.61334,1,1,1,False,False,False,no_change,no_change,[]
txn_005538,378.9,expired_card,payment_link,payment_link,payment_link,payment_link,0.5747025278391948,0.5747025278391948,0.5700000000000001,0.5700000000000001,0.5700000000000001,0,0,0,False,False,False,no_change,no_change,[]
txn_003873,869.81,bank_decline,retry,retry,retry,reminder,0.530560435760395,0.530560435760395,0.46665999999999996,0.46665999999999996,0.33665999999999996,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_008869,443.78,network_error,retry,retry,retry,payment_link,0.5734987322667466,0.5734987322667466,0.5655600000000001,0.5655600000000001,0.26556,1,1,0,False,True,True,no_change,policy_hurt,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_002255,2628.39,insufficient_balance,retry,retry,retry,retry,0.5503200245734946,0.5503200245734946,0.4033399999999999,0.4033399999999999,0.4033399999999999,0,0,0,False,False,False,no_change,no_change,[]
txn_003413,381.16,insufficient_balance,payment_link,reminder,reminder,reminder,0.6306470246083442,0.6231293778610842,0.58334,0.66334,0.66334,0,0,0,True,False,True,same_outcome,no_change,[]
txn_005460,784.78,gateway_error,retry,retry,retry,retry,0.42492466464240186,0.42492466464240186,0.52,0.52,0.52,1,1,1,False,False,False,no_change,no_change,[]
txn_004956,320.96,network_error,retry,retry,retry,retry,0.6649652614673519,0.6649652614673519,0.69308,0.69308,0.69308,1,1,1,False,False,False,no_change,no_change,[]
txn_007397,504.12,authentication_failed,reminder,reminder,reminder,reminder,0.6378848685144024,0.6378848685144024,0.55,0.55,0.55,1,1,1,False,False,False,no_change,no_change,[]
txn_005415,1556.74,gateway_error,retry,retry,retry,retry,0.7407941425537681,0.7407941425537681,0.75,0.75,0.75,1,1,1,False,False,False,no_change,no_change,[]
txn_007400,3053.05,expired_card,payment_link,payment_link,payment_link,payment_link,0.7004783666544646,0.7004783666544646,0.7785799999999999,0.7785799999999999,0.7785799999999999,1,1,1,False,False,False,no_change,no_change,[]
txn_007415,1098.97,expired_card,payment_link,payment_link,payment_link,payment_link,0.6550491612524557,0.6550491612524557,0.7300000000000001,0.7300000000000001,0.7300000000000001,0,0,0,False,False,False,no_change,no_change,[]
txn_009101,1374.47,expired_card,payment_link,payment_link,payment_link,payment_link,0.7065098791768339,0.7065098791768339,0.802,0.802,0.802,1,1,1,False,False,False,no_change,no_change,[]
txn_004852,5016.53,authentication_failed,reminder,reminder,reminder,reminder,0.5952538330457711,0.5952538330457711,0.50846,0.50846,0.50846,1,1,1,False,False,False,no_change,no_change,[]
txn_002026,2106.97,insufficient_balance,reminder,reminder,reminder,reminder,0.6115924541857195,0.6115924541857195,0.53334,0.53334,0.53334,0,0,0,False,False,False,no_change,no_change,[]
txn_002616,1196.56,insufficient_balance,reminder,reminder,reminder,reminder,0.5544956419529247,0.5544956419529247,0.5411800000000001,0.5411800000000001,0.5411800000000001,0,0,0,False,False,False,no_change,no_change,[]
txn_007389,281.19,insufficient_balance,reminder,reminder,reminder,reminder,0.5632291336836853,0.5632291336836853,0.42000000000000004,0.42000000000000004,0.42000000000000004,1,1,1,False,False,False,no_change,no_change,[]
txn_002927,539.56,bank_decline,retry,retry,retry,reminder,0.5422176076868752,0.5422176076868752,0.50572,0.50572,0.37571999999999994,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_001122,1485.93,bank_decline,retry,retry,retry,retry,0.6546252059738735,0.6546252059738735,0.61334,0.61334,0.61334,1,1,1,False,False,False,no_change,no_change,[]
txn_002911,1799.94,network_error,retry,retry,retry,retry,0.7186950955039955,0.7186950955039955,0.8166599999999999,0.8166599999999999,0.8166599999999999,1,1,1,False,False,False,no_change,no_change,[]
txn_008147,3223.47,authentication_failed,reminder,reminder,reminder,reminder,0.5840361981696949,0.5840361981696949,0.5700000000000001,0.5700000000000001,0.5700000000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_007384,556.23,network_error,retry,retry,retry,payment_link,0.7169209484127762,0.7169209484127762,0.6525,0.6525,0.35250000000000004,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}, {'action': 'reminder', 'reasons': ['temporary_network_error_should_be_retried_first']}]"
txn_003483,1088.1,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.5770724570861363,0.5770724570861363,0.5494200000000001,0.5494200000000001,0.5494200000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_000796,446.16,expired_card,payment_link,payment_link,payment_link,payment_link,0.5676388488219117,0.5676388488219117,0.69,0.69,0.69,1,1,1,False,False,False,no_change,no_change,[]
txn_001576,504.86,authentication_failed,reminder,reminder,reminder,reminder,0.3430053012984229,0.3430053012984229,0.31999999999999995,0.31999999999999995,0.31999999999999995,0,0,0,False,False,False,no_change,no_change,[]
txn_006177,455.96,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.6065200456459721,0.6065200456459721,0.56286,0.56286,0.56286,1,1,1,False,False,False,no_change,no_change,[]
txn_006267,704.76,insufficient_balance,reminder,reminder,reminder,reminder,0.4210572068360038,0.4210572068360038,0.39383999999999997,0.39383999999999997,0.39383999999999997,0,0,0,False,False,False,no_change,no_change,[]
txn_002459,372.14,expired_card,payment_link,payment_link,payment_link,payment_link,0.6064356906560904,0.6064356906560904,0.72834,0.72834,0.72834,0,0,0,False,False,False,no_change,no_change,[]
txn_003313,324.57,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.4995280571388122,0.4995280571388122,0.44334000000000007,0.44334000000000007,0.44334000000000007,0,0,0,False,False,False,no_change,no_change,[]
txn_001254,1020.66,expired_card,payment_link,payment_link,payment_link,payment_link,0.7689849522987385,0.7689849522987385,0.8,0.8,0.8,1,1,1,False,False,False,no_change,no_change,[]
txn_006835,584.37,gateway_error,retry,retry,retry,payment_link,0.5316036076127095,0.5316036076127095,0.48727999999999994,0.48727999999999994,0.23728,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_008795,1261.65,network_error,retry,retry,retry,payment_link,0.6500954487043958,0.6500954487043958,0.6348199999999999,0.6348199999999999,0.33482,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_003838,2172.4,network_error,retry,retry,retry,payment_link,0.578633563177558,0.578633563177558,0.6210399999999999,0.6210399999999999,0.32104,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_004399,374.83,network_error,retry,retry,retry,retry,0.7570429823084407,0.7570429823084407,0.8166599999999999,0.8166599999999999,0.8166599999999999,1,1,1,False,False,False,no_change,no_change,[]
txn_003596,2376.02,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.4445577917235302,0.4445577917235302,0.4117200000000001,0.4117200000000001,0.4117200000000001,0,0,0,False,False,False,no_change,no_change,[]
txn_006622,352.02,network_error,retry,retry,retry,payment_link,0.6655211430947128,0.6655211430947128,0.6677799999999999,0.6677799999999999,0.36778,1,1,0,False,True,True,no_change,policy_hurt,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}, {'action': 'reminder', 'reasons': ['temporary_network_error_should_be_retried_first']}]"
txn_008383,1210.18,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.5523641781606298,0.5523641781606298,0.49,0.49,0.49,1,1,1,False,False,False,no_change,no_change,[]
txn_002125,6595.83,network_error,retry,retry,retry,retry,0.5968521431666616,0.5968521431666616,0.71814,0.71814,0.71814,1,1,1,False,False,False,no_change,no_change,[]
txn_003239,1444.82,expired_card,payment_link,payment_link,payment_link,payment_link,0.6604751822910967,0.6604751822910967,0.69728,0.69728,0.69728,1,1,1,False,False,False,no_change,no_change,[]
txn_005404,6172.6,expired_card,payment_link,payment_link,payment_link,payment_link,0.6288886661219428,0.6288886661219428,0.70334,0.70334,0.70334,1,1,1,False,False,False,no_change,no_change,[]
txn_005999,1431.64,network_error,retry,retry,retry,payment_link,0.6097503577625415,0.6097503577625415,0.578,0.578,0.278,1,1,0,False,True,True,no_change,policy_hurt,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_005939,554.97,expired_card,payment_link,payment_link,payment_link,payment_link,0.573053303937768,0.573053303937768,0.58778,0.58778,0.58778,0,0,0,False,False,False,no_change,no_change,[]
txn_002046,1601.19,bank_decline,retry,retry,retry,retry,0.4272218453410967,0.4272218453410967,0.48,0.48,0.48,1,1,1,False,False,False,no_change,no_change,[]
txn_001579,1262.72,insufficient_balance,reminder,reminder,reminder,reminder,0.3971670780784262,0.3971670780784262,0.40666,0.40666,0.40666,0,0,0,False,False,False,no_change,no_change,[]
txn_000015,1567.48,authentication_failed,reminder,reminder,reminder,reminder,0.640896556989915,0.640896556989915,0.5700000000000001,0.5700000000000001,0.5700000000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_002674,885.97,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.4251810514962029,0.4251810514962029,0.4129400000000001,0.4129400000000001,0.4129400000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_007017,691.98,gateway_error,retry,retry,retry,retry,0.5936528803861654,0.5936528803861654,0.6533399999999999,0.6533399999999999,0.6533399999999999,0,0,0,False,False,False,no_change,no_change,[]
txn_008721,2134.83,authentication_failed,reminder,reminder,reminder,reminder,0.5732056863653685,0.5732056863653685,0.49,0.49,0.49,0,0,0,False,False,False,no_change,no_change,[]
txn_008850,2789.52,insufficient_balance,reminder,reminder,reminder,reminder,0.5455940722780764,0.5455940722780764,0.46285999999999994,0.46285999999999994,0.46285999999999994,1,1,1,False,False,False,no_change,no_change,[]
txn_004813,1531.66,network_error,retry,retry,retry,retry,0.7367716633049585,0.7367716633049585,0.7265199999999999,0.7265199999999999,0.7265199999999999,0,0,0,False,False,False,no_change,no_change,[]
txn_001085,1165.66,bank_decline,retry,retry,retry,payment_link,0.5703670168535617,0.5703670168535617,0.5199999999999999,0.5199999999999999,0.41999999999999993,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_004984,396.45,gateway_error,retry,retry,retry,retry,0.7169727937430442,0.7169727937430442,0.7384599999999999,0.7384599999999999,0.7384599999999999,1,1,1,False,False,False,no_change,no_change,[]
txn_007156,540.83,bank_decline,retry,retry,retry,payment_link,0.5431399288877603,0.5431399288877603,0.47556,0.47556,0.37556,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_002885,900.01,network_error,retry,retry,retry,retry,0.7360048348917503,0.7360048348917503,0.7557200000000001,0.7557200000000001,0.7557200000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_000334,1302.55,insufficient_balance,reminder,reminder,reminder,reminder,0.5433287570546916,0.5433287570546916,0.48666,0.48666,0.48666,0,0,0,False,False,False,no_change,no_change,[]
txn_007205,979.82,bank_decline,retry,retry,retry,retry,0.6314398172020113,0.6314398172020113,0.6,0.6,0.6,0,0,0,False,False,False,no_change,no_change,[]
txn_004368,1592.79,expired_card,payment_link,payment_link,payment_link,payment_link,0.5584239340883026,0.5584239340883026,0.5433399999999999,0.5433399999999999,0.5433399999999999,0,0,0,False,False,False,no_change,no_change,[]
txn_003080,401.01,expired_card,payment_link,payment_link,payment_link,payment_link,0.6243566016053904,0.6243566016053904,0.70334,0.70334,0.70334,1,1,1,False,False,False,no_change,no_change,[]
