profile,transaction_id,preferred_action,final_action,policy_override
Probability Maximizing,txn_005539,payment_link,payment_link,False
Probability Maximizing,txn_002693,retry,payment_link,True
Probability Maximizing,txn_005341,retry,payment_link,True
Probability Maximizing,txn_009918,payment_link,payment_link,False
Probability Maximizing,txn_007671,retry,payment_link,True
Probability Maximizing,txn_009174,reminder,reminder,False
Probability Maximizing,txn_001808,retry,retry,False
Probability Maximizing,txn_005112,retry,retry,False
Probability Maximizing,txn_003990,retry,payment_link,True
Probability Maximizing,txn_003456,reminder,reminder,False
Probability Maximizing,txn_002908,retry,retry,False
Probability Maximizing,txn_006652,payment_link,payment_link,False
Probability Maximizing,txn_008288,retry,retry,False
Probability Maximizing,txn_006245,reminder,reminder,False
Probability Maximizing,txn_002698,retry,retry,False
Probability Maximizing,txn_004017,payment_link,payment_link,False
Probability Maximizing,txn_004340,retry,retry,False
Probability Maximizing,txn_004646,retry,payment_link,True
Probability Maximizing,txn_007740,retry,payment_link,True
Probability Maximizing,txn_007092,retry,retry,False
Probability Maximizing,txn_004693,retry,retry,False
Probability Maximizing,txn_001740,reminder,reminder,False
Probability Maximizing,txn_005407,retry,retry,False
Probability Maximizing,txn_004589,retry,payment_link,True
Probability Maximizing,txn_003126,reminder,reminder,False
Probability Maximizing,txn_002158,retry,retry,False
Probability Maximizing,txn_005334,payment_link,reminder,True
Probability Maximizing,txn_008637,retry,payment_link,True
Probability Maximizing,txn_001826,retry,payment_link,True
Probability Maximizing,txn_004231,reminder,reminder,False
Probability Maximizing,txn_003488,retry,reminder,True
Probability Maximizing,txn_009054,reminder,reminder,False
Probability Maximizing,txn_009769,payment_link,payment_link,False
Probability Maximizing,txn_003648,retry,retry,False
Probability Maximizing,txn_005903,retry,payment_link,True
Probability Maximizing,txn_006386,retry,reminder,True
Probability Maximizing,txn_005639,retry,retry,False
Probability Maximizing,txn_006424,retry,reminder,True
Probability Maximizing,txn_007827,retry,retry,False
Probability Maximizing,txn_007744,retry,retry,False
Probability Maximizing,txn_003013,retry,retry,False
Probability Maximizing,txn_007672,reminder,reminder,False
Probability Maximizing,txn_009549,reminder,reminder,False
Probability Maximizing,txn_009978,retry,payment_link,True
Probability Maximizing,txn_003081,reminder,reminder,False
Probability Maximizing,txn_003521,reminder,reminder,False
Probability Maximizing,txn_004979,retry,retry,False
Probability Maximizing,txn_007620,payment_link,payment_link,False
Probability Maximizing,txn_004348,retry,reminder,True
Probability Maximizing,txn_008441,retry,retry,False
Probability Maximizing,txn_001347,payment_link,payment_link,False
Probability Maximizing,txn_007088,retry,retry,False
Probability Maximizing,txn_008948,retry,retry,False
Probability Maximizing,txn_005652,payment_link,payment_link,False
Probability Maximizing,txn_008082,retry,retry,False
Probability Maximizing,txn_001792,retry,retry,False
Probability Maximizing,txn_007429,retry,payment_link,True
Probability Maximizing,txn_009580,retry,reminder,True
Probability Maximizing,txn_009960,reminder,reminder,False
Probability Maximizing,txn_002271,payment_link,payment_link,False
Probability Maximizing,txn_009767,payment_link,payment_link,False
Probability Maximizing,txn_002956,payment_link,payment_link,False
Probability Maximizing,txn_003444,retry,retry,False
Probability Maximizing,txn_007736,retry,retry,False
Probability Maximizing,txn_000834,reminder,reminder,False
Probability Maximizing,txn_006499,retry,payment_link,True
Probability Maximizing,txn_002992,payment_link,payment_link,False
Probability Maximizing,txn_007793,reminder,reminder,False
Probability Maximizing,txn_002151,reminder,reminder,False
Probability Maximizing,txn_004023,retry,reminder,True
Probability Maximizing,txn_007615,payment_link,reminder,True
Probability Maximizing,txn_006124,retry,retry,False
Probability Maximizing,txn_003339,retry,retry,False
Probability Maximizing,txn_004344,retry,retry,False
Probability Maximizing,txn_004464,payment_link,payment_link,False
Probability Maximizing,txn_002376,retry,retry,False
Probability Maximizing,txn_009044,retry,retry,False
Probability Maximizing,txn_005571,retry,payment_link,True
Probability Maximizing,txn_008599,payment_link,reminder,True
Probability Maximizing,txn_008504,retry,retry,False
Probability Maximizing,txn_008880,retry,payment_link,True
Probability Maximizing,txn_001887,retry,payment_link,True
Probability Maximizing,txn_001198,reminder,reminder,False
Probability Maximizing,txn_006427,reminder,reminder,False
Probability Maximizing,txn_008911,retry,retry,False
Probability Maximizing,txn_002936,reminder,reminder,False
Probability Maximizing,txn_006342,retry,payment_link,True
Probability Maximizing,txn_001430,retry,payment_link,True
Probability Maximizing,txn_006307,retry,retry,False
Probability Maximizing,txn_003650,retry,payment_link,True
Probability Maximizing,txn_001938,payment_link,payment_link,False
Probability Maximizing,txn_005172,payment_link,payment_link,False
Probability Maximizing,txn_007764,retry,reminder,True
Probability Maximizing,txn_006393,reminder,reminder,False
Probability Maximizing,txn_001154,retry,reminder,True
Probability Maximizing,txn_006250,retry,retry,False
Probability Maximizing,txn_007037,retry,retry,False
Probability Maximizing,txn_004229,retry,retry,False
Probability Maximizing,txn_004975,payment_link,payment_link,False
Probability Maximizing,txn_006401,retry,retry,False
Probability Maximizing,txn_003640,payment_link,payment_link,False
Probability Maximizing,txn_003972,retry,payment_link,True
Probability Maximizing,txn_009594,retry,payment_link,True
Probability Maximizing,txn_003376,retry,reminder,True
Probability Maximizing,txn_002487,retry,retry,False
Probability Maximizing,txn_006954,retry,reminder,True
Probability Maximizing,txn_000606,retry,payment_link,True
Probability Maximizing,txn_007444,retry,retry,False
Probability Maximizing,txn_005928,payment_link,payment_link,False
Probability Maximizing,txn_002454,payment_link,payment_link,False
Probability Maximizing,txn_003609,retry,retry,False
Probability Maximizing,txn_001484,payment_link,payment_link,False
Probability Maximizing,txn_004519,payment_link,payment_link,False
Probability Maximizing,txn_003038,payment_link,payment_link,False
Probability Maximizing,txn_009352,reminder,reminder,False
Probability Maximizing,txn_007692,retry,retry,False
Probability Maximizing,txn_004116,retry,payment_link,True
Probability Maximizing,txn_001427,retry,retry,False
Probability Maximizing,txn_000497,retry,payment_link,True
Probability Maximizing,txn_003353,reminder,reminder,False
Probability Maximizing,txn_008794,reminder,reminder,False
Probability Maximizing,txn_000759,retry,retry,False
Probability Maximizing,txn_000838,retry,retry,False
Probability Maximizing,txn_004327,retry,retry,False
Probability Maximizing,txn_002128,payment_link,payment_link,False
Probability Maximizing,txn_001023,retry,reminder,True
Probability Maximizing,txn_008762,retry,payment_link,True
Probability Maximizing,txn_005614,retry,retry,False
Probability Maximizing,txn_005581,retry,retry,False
Probability Maximizing,txn_001058,retry,retry,False
Probability Maximizing,txn_009542,payment_link,reminder,True
Probability Maximizing,txn_006856,reminder,reminder,False
Probability Maximizing,txn_007349,payment_link,payment_link,False
Probability Maximizing,txn_009045,payment_link,payment_link,False
Probability Maximizing,txn_002129,payment_link,payment_link,False
Probability Maximizing,txn_002767,retry,payment_link,True
Probability Maximizing,txn_002109,reminder,reminder,False
Probability Maximizing,txn_003617,reminder,reminder,False
Probability Maximizing,txn_001545,payment_link,payment_link,False
Probability Maximizing,txn_006914,payment_link,reminder,True
Probability Maximizing,txn_001719,retry,payment_link,True
Probability Maximizing,txn_007435,retry,retry,False
Probability Maximizing,txn_007365,retry,payment_link,True
Probability Maximizing,txn_006235,retry,retry,False
Probability Maximizing,txn_000725,payment_link,reminder,True
Probability Maximizing,txn_006673,retry,payment_link,True
Probability Maximizing,txn_008029,payment_link,payment_link,False
Probability Maximizing,txn_005492,payment_link,payment_link,False
Probability Maximizing,txn_001128,retry,payment_link,True
Probability Maximizing,txn_002957,payment_link,payment_link,False
Probability Maximizing,txn_005156,retry,retry,False
Probability Maximizing,txn_004817,retry,retry,False
Probability Maximizing,txn_006202,payment_link,payment_link,False
Probability Maximizing,txn_006224,reminder,reminder,False
Probability Maximizing,txn_008686,retry,payment_link,True
Probability Maximizing,txn_007114,payment_link,reminder,True
Probability Maximizing,txn_005275,retry,payment_link,True
Probability Maximizing,txn_008536,reminder,reminder,False
Probability Maximizing,txn_003044,reminder,reminder,False
Probability Maximizing,txn_006912,payment_link,payment_link,False
Probability Maximizing,txn_000150,payment_link,payment_link,False
Probability Maximizing,txn_007574,retry,retry,False
Probability Maximizing,txn_004206,payment_link,payment_link,False
Probability Maximizing,txn_005493,retry,retry,False
Probability Maximizing,txn_002690,reminder,reminder,False
Probability Maximizing,txn_004221,payment_link,payment_link,False
Probability Maximizing,txn_009102,retry,payment_link,True
Probability Maximizing,txn_000842,retry,payment_link,True
Probability Maximizing,txn_008137,retry,payment_link,True
Probability Maximizing,txn_006438,retry,payment_link,True
Probability Maximizing,txn_009700,reminder,reminder,False
Probability Maximizing,txn_006200,retry,retry,False
Probability Maximizing,txn_002795,retry,retry,False
Probability Maximizing,txn_007626,retry,payment_link,True
Probability Maximizing,txn_008475,retry,payment_link,True
Probability Maximizing,txn_007890,payment_link,reminder,True
Probability Maximizing,txn_006608,payment_link,payment_link,False
Probability Maximizing,txn_009195,retry,payment_link,True
Probability Maximizing,txn_008248,reminder,reminder,False
Probability Maximizing,txn_001393,payment_link,reminder,True
Probability Maximizing,txn_001922,payment_link,payment_link,False
Probability Maximizing,txn_007019,reminder,reminder,False
Probability Maximizing,txn_003622,retry,retry,False
Probability Maximizing,txn_004849,retry,payment_link,True
Probability Maximizing,txn_002292,reminder,reminder,False
Probability Maximizing,txn_002134,retry,payment_link,True
Probability Maximizing,txn_000551,payment_link,retry,True
Probability Maximizing,txn_001741,payment_link,reminder,True
Probability Maximizing,txn_005290,retry,payment_link,True
Probability Maximizing,txn_001818,retry,retry,False
Probability Maximizing,txn_004699,reminder,reminder,False
Probability Maximizing,txn_005182,retry,payment_link,True
Probability Maximizing,txn_003019,reminder,reminder,False
Probability Maximizing,txn_000018,retry,reminder,True
Probability Maximizing,txn_001771,retry,reminder,True
Probability Maximizing,txn_001889,retry,retry,False
Probability Maximizing,txn_002153,retry,payment_link,True
Probability Maximizing,txn_001643,retry,retry,False
Probability Maximizing,txn_007847,payment_link,reminder,True
Probability Maximizing,txn_004194,payment_link,payment_link,False
Probability Maximizing,txn_009433,reminder,reminder,False
Probability Maximizing,txn_008899,reminder,reminder,False
Probability Maximizing,txn_000534,reminder,reminder,False
Probability Maximizing,txn_000133,retry,payment_link,True
Probability Maximizing,txn_007723,retry,retry,False
Probability Maximizing,txn_008459,retry,retry,False
Probability Maximizing,txn_000965,retry,reminder,True
Probability Maximizing,txn_008720,retry,payment_link,True
Probability Maximizing,txn_006413,payment_link,reminder,True
Probability Maximizing,txn_008286,retry,payment_link,True
Probability Maximizing,txn_007854,payment_link,payment_link,False
Probability Maximizing,txn_001096,payment_link,payment_link,False
Probability Maximizing,txn_006930,retry,retry,False
Low Cost,txn_006253,reminder,reminder,False
Low Cost,txn_004685,retry,retry,False
Low Cost,txn_001732,reminder,reminder,False
Low Cost,txn_004743,retry,payment_link,True
Low Cost,txn_004522,retry,retry,False
Low Cost,txn_006341,retry,retry,False
Low Cost,txn_000577,retry,retry,False
Low Cost,txn_005203,retry,payment_link,True
Low Cost,txn_006364,retry,retry,False
Low Cost,txn_000440,retry,retry,False
Low Cost,txn_002751,payment_link,payment_link,False
Low Cost,txn_007488,retry,payment_link,True
Low Cost,txn_005273,retry,payment_link,True
Low Cost,txn_005654,retry,payment_link,True
Low Cost,txn_004000,retry,payment_link,True
Low Cost,txn_006034,payment_link,payment_link,False
Low Cost,txn_000583,retry,retry,False
Low Cost,txn_009931,retry,retry,False
Low Cost,txn_007052,retry,payment_link,True
Low Cost,txn_008159,retry,payment_link,True
Low Cost,txn_009897,retry,retry,False
Low Cost,txn_002250,payment_link,payment_link,False
Low Cost,txn_004641,retry,payment_link,True
Low Cost,txn_009486,payment_link,payment_link,False
Low Cost,txn_004948,reminder,reminder,False
Low Cost,txn_009921,payment_link,payment_link,False
Low Cost,txn_001964,retry,retry,False
Low Cost,txn_008244,reminder,reminder,False
Low Cost,txn_006591,reminder,reminder,False
Low Cost,txn_008848,retry,retry,False
Low Cost,txn_000322,retry,reminder,True
Low Cost,txn_002679,payment_link,payment_link,False
Low Cost,txn_004626,retry,retry,False
Low Cost,txn_004950,reminder,reminder,False
Low Cost,txn_008329,reminder,reminder,False
Low Cost,txn_003338,retry,retry,False
Low Cost,txn_005590,retry,retry,False
Low Cost,txn_000252,retry,reminder,True
Low Cost,txn_003974,payment_link,payment_link,False
Low Cost,txn_006631,retry,retry,False
Low Cost,txn_005548,payment_link,payment_link,False
Low Cost,txn_000036,retry,payment_link,True
Low Cost,txn_008363,reminder,reminder,False
Low Cost,txn_001514,retry,reminder,True
Low Cost,txn_009318,payment_link,retry,True
Low Cost,txn_000040,retry,payment_link,True
Low Cost,txn_004820,retry,payment_link,True
Low Cost,txn_003466,retry,retry,False
Low Cost,txn_001761,payment_link,payment_link,False
Low Cost,txn_002305,retry,retry,False
Low Cost,txn_003724,payment_link,payment_link,False
Low Cost,txn_008285,payment_link,payment_link,False
Low Cost,txn_004994,retry,retry,False
Low Cost,txn_008128,retry,retry,False
Low Cost,txn_003033,payment_link,payment_link,False
Low Cost,txn_007939,payment_link,payment_link,False
Low Cost,txn_003040,reminder,reminder,False
Low Cost,txn_009656,retry,retry,False
Low Cost,txn_002546,retry,payment_link,True
Low Cost,txn_002593,payment_link,payment_link,False
Low Cost,txn_001189,retry,retry,False
Low Cost,txn_007967,retry,payment_link,True
Low Cost,txn_006078,retry,retry,False
Low Cost,txn_000108,reminder,reminder,False
Low Cost,txn_001316,retry,retry,False
Low Cost,txn_008188,retry,reminder,True
Low Cost,txn_002754,retry,retry,False
Low Cost,txn_009754,retry,payment_link,True
Low Cost,txn_006232,retry,payment_link,True
Low Cost,txn_002877,retry,payment_link,True
Low Cost,txn_005324,reminder,reminder,False
Low Cost,txn_000800,payment_link,payment_link,False
Low Cost,txn_003571,retry,retry,False
Low Cost,txn_002895,reminder,reminder,False
Low Cost,txn_002928,retry,payment_link,True
Low Cost,txn_008179,reminder,reminder,False
Low Cost,txn_000972,retry,retry,False
Low Cost,txn_006688,retry,reminder,True
Low Cost,txn_008576,reminder,reminder,False
Low Cost,txn_002021,reminder,reminder,False
Low Cost,txn_009055,reminder,reminder,False
Low Cost,txn_000953,payment_link,payment_link,False
Low Cost,txn_005360,retry,payment_link,True
Low Cost,txn_003858,retry,retry,False
Low Cost,txn_005862,retry,payment_link,True
Low Cost,txn_003146,payment_link,payment_link,False
Low Cost,txn_003306,retry,payment_link,True
Low Cost,txn_003007,retry,retry,False
Low Cost,txn_009002,retry,retry,False
Low Cost,txn_007771,payment_link,payment_link,False
Low Cost,txn_007439,retry,reminder,True
Low Cost,txn_007943,retry,payment_link,True
Low Cost,txn_009239,payment_link,payment_link,False
Low Cost,txn_001057,retry,retry,False
Low Cost,txn_003155,payment_link,payment_link,False
Low Cost,txn_003788,retry,reminder,True
Low Cost,txn_009190,reminder,reminder,False
Low Cost,txn_007826,retry,retry,False
Low Cost,txn_007540,payment_link,payment_link,False
Low Cost,txn_007232,payment_link,reminder,True
Low Cost,txn_000765,retry,retry,False
Low Cost,txn_005020,reminder,reminder,False
Low Cost,txn_004904,reminder,reminder,False
Low Cost,txn_008094,retry,payment_link,True
Low Cost,txn_006844,reminder,reminder,False
Low Cost,txn_002166,payment_link,reminder,True
Low Cost,txn_001863,reminder,reminder,False
Low Cost,txn_007851,payment_link,payment_link,False
Low Cost,txn_009124,reminder,reminder,False
Low Cost,txn_002341,retry,payment_link,True
Low Cost,txn_005528,payment_link,payment_link,False
Low Cost,txn_006744,retry,retry,False
Low Cost,txn_004004,retry,retry,False
Low Cost,txn_001124,payment_link,payment_link,False
Low Cost,txn_008710,retry,reminder,True
Low Cost,txn_004050,retry,payment_link,True
Low Cost,txn_007641,retry,payment_link,True
Low Cost,txn_000766,payment_link,payment_link,False
Low Cost,txn_002345,reminder,reminder,False
Low Cost,txn_004072,retry,payment_link,True
Low Cost,txn_007217,retry,payment_link,True
Low Cost,txn_004217,reminder,reminder,False
Low Cost,txn_007953,retry,retry,False
Low Cost,txn_005971,retry,retry,False
Low Cost,txn_003351,retry,retry,False
Low Cost,txn_004696,retry,payment_link,True
Low Cost,txn_003400,retry,retry,False
Low Cost,txn_004082,reminder,reminder,False
Low Cost,txn_009150,reminder,reminder,False
Low Cost,txn_001225,reminder,reminder,False
Low Cost,txn_006293,retry,retry,False
Low Cost,txn_003123,retry,retry,False
Low Cost,txn_000511,retry,reminder,True
Low Cost,txn_005795,retry,retry,False
Low Cost,txn_008182,retry,retry,False
Low Cost,txn_009418,reminder,reminder,False
Low Cost,txn_000097,retry,payment_link,True
Low Cost,txn_006682,reminder,reminder,False
Low Cost,txn_001513,retry,retry,False
Low Cost,txn_008792,retry,reminder,True
Low Cost,txn_000120,reminder,reminder,False
Low Cost,txn_007792,reminder,reminder,False
Low Cost,txn_006518,retry,retry,False
Low Cost,txn_000034,reminder,reminder,False
Low Cost,txn_007888,retry,retry,False
Low Cost,txn_006831,retry,payment_link,True
Low Cost,txn_005422,retry,payment_link,True
Low Cost,txn_001069,retry,payment_link,True
Low Cost,txn_001348,reminder,reminder,False
Low Cost,txn_004748,retry,retry,False
Low Cost,txn_006006,retry,payment_link,True
Low Cost,txn_006040,retry,payment_link,True
Low Cost,txn_003818,payment_link,payment_link,False
Low Cost,txn_008447,payment_link,payment_link,False
Low Cost,txn_005270,reminder,reminder,False
Low Cost,txn_006898,retry,payment_link,True
Low Cost,txn_005310,retry,reminder,True
Low Cost,txn_000032,payment_link,payment_link,False
Low Cost,txn_005675,retry,retry,False
Low Cost,txn_004387,retry,payment_link,True
Low Cost,txn_000030,retry,retry,False
Low Cost,txn_004203,retry,payment_link,True
Low Cost,txn_007508,reminder,reminder,False
Low Cost,txn_000736,reminder,reminder,False
Low Cost,txn_002068,reminder,reminder,False
Low Cost,txn_000107,reminder,reminder,False
Low Cost,txn_009645,payment_link,payment_link,False
Low Cost,txn_008895,payment_link,payment_link,False
Low Cost,txn_008021,retry,retry,False
Low Cost,txn_002233,payment_link,payment_link,False
Low Cost,txn_000994,reminder,reminder,False
Low Cost,txn_009413,retry,payment_link,True
Low Cost,txn_007059,retry,retry,False
Low Cost,txn_006790,reminder,reminder,False
Low Cost,txn_000361,payment_link,payment_link,False
Low Cost,txn_000305,payment_link,payment_link,False
Low Cost,txn_002628,retry,retry,False
Low Cost,txn_008966,retry,payment_link,True
Low Cost,txn_004514,retry,payment_link,True
Low Cost,txn_005911,reminder,reminder,False
Low Cost,txn_008314,reminder,reminder,False
Low Cost,txn_003101,payment_link,payment_link,False
Low Cost,txn_005704,reminder,reminder,False
Low Cost,txn_003899,retry,payment_link,True
Low Cost,txn_005441,retry,retry,False
Low Cost,txn_007931,reminder,reminder,False
Low Cost,txn_000622,reminder,reminder,False
Low Cost,txn_007236,reminder,reminder,False
Low Cost,txn_002499,payment_link,payment_link,False
Low Cost,txn_000714,reminder,reminder,False
Low Cost,txn_008404,retry,payment_link,True
Low Cost,txn_002856,reminder,reminder,False
Low Cost,txn_004270,reminder,reminder,False
Low Cost,txn_002909,reminder,reminder,False
Low Cost,txn_008081,retry,payment_link,True
Low Cost,txn_004517,reminder,reminder,False
Low Cost,txn_001262,retry,retry,False
Low Cost,txn_003161,retry,retry,False
Low Cost,txn_000971,retry,retry,False
Low Cost,txn_003913,payment_link,payment_link,False
Low Cost,txn_005199,retry,payment_link,True
Low Cost,txn_008847,retry,retry,False
Low Cost,txn_000260,payment_link,payment_link,False
Low Cost,txn_003791,retry,payment_link,True
Low Cost,txn_009203,payment_link,payment_link,False
Low Cost,txn_000488,reminder,reminder,False
Low Cost,txn_007908,payment_link,payment_link,False
Low Cost,txn_000519,retry,retry,False
Low Cost,txn_008343,retry,retry,False
Low Cost,txn_000312,retry,retry,False
Low Cost,txn_003232,retry,retry,False
Low Cost,txn_007933,retry,retry,False
Low Cost,txn_007458,reminder,reminder,False
Low Cost,txn_009784,retry,payment_link,True
Low Cost,txn_005184,retry,payment_link,True
Low Cost,txn_008077,retry,retry,False
Low Cost,txn_006502,retry,retry,False
Low Cost,txn_006791,retry,payment_link,True
Low Cost,txn_007773,retry,payment_link,True
Low Cost,txn_002738,reminder,retry,True
Low Cost,txn_007842,retry,payment_link,True
Low Cost,txn_006262,payment_link,payment_link,False
Low Cost,txn_008206,retry,retry,False
Low Cost,txn_001248,retry,retry,False
Low Cost,txn_009336,reminder,reminder,False
Low Cost,txn_004195,retry,payment_link,True
Low Cost,txn_008001,retry,payment_link,True
Low Cost,txn_007378,reminder,reminder,False
Low Cost,txn_003435,payment_link,payment_link,False
Low Cost,txn_005382,retry,retry,False
Low Cost,txn_000959,retry,payment_link,True
Low Cost,txn_000417,retry,payment_link,True
Low Cost,txn_005742,retry,retry,False
Low Cost,txn_006728,retry,retry,False
Low Cost,txn_004382,reminder,reminder,False
Low Cost,txn_005197,payment_link,payment_link,False
Low Cost,txn_001113,retry,retry,False
Low Cost,txn_002689,retry,retry,False
Low Cost,txn_006473,retry,reminder,True
Low Cost,txn_008820,reminder,reminder,False
Low Cost,txn_007808,reminder,reminder,False
Low Cost,txn_003411,reminder,reminder,False
Low Cost,txn_000081,retry,retry,False
Low Cost,txn_004614,retry,payment_link,True
Low Cost,txn_001374,retry,payment_link,True
Low Cost,txn_001510,retry,reminder,True
Low Cost,txn_006443,retry,retry,False
Low Cost,txn_003071,retry,retry,False
Low Cost,txn_003016,payment_link,payment_link,False
Low Cost,txn_004823,retry,retry,False
Low Cost,txn_007822,retry,payment_link,True
Low Cost,txn_000093,retry,payment_link,True
Low Cost,txn_009421,payment_link,reminder,True
Low Cost,txn_006600,reminder,reminder,False
Low Cost,txn_004443,retry,reminder,True
Low Cost,txn_007602,retry,retry,False
Low Cost,txn_003835,reminder,reminder,False
Low Cost,txn_009702,reminder,reminder,False
Low Cost,txn_004322,retry,payment_link,True
Low Cost,txn_003394,reminder,reminder,False
Low Cost,txn_004752,payment_link,payment_link,False
Low Cost,txn_007229,reminder,reminder,False
Low Cost,txn_009191,reminder,reminder,False
Low Cost,txn_002361,payment_link,reminder,True
Low Cost,txn_001148,retry,payment_link,True
Low Cost,txn_005666,payment_link,payment_link,False
Low Cost,txn_008075,payment_link,reminder,True
Low Cost,txn_004943,retry,retry,False
Low Cost,txn_003663,retry,retry,False
Low Cost,txn_001563,retry,retry,False
Low Cost,txn_004113,retry,payment_link,True
Low Cost,txn_009050,retry,reminder,True
Low Cost,txn_009276,payment_link,payment_link,False
Low Cost,txn_008538,retry,retry,False
Low Cost,txn_000795,retry,retry,False
Low Cost,txn_005854,retry,payment_link,True
Low Cost,txn_007619,retry,payment_link,True
Low Cost,txn_001594,retry,retry,False
Low Cost,txn_007418,retry,retry,False
Low Cost,txn_005267,reminder,reminder,False
Low Cost,txn_007147,payment_link,reminder,True
Low Cost,txn_000089,retry,payment_link,True
Low Cost,txn_008695,reminder,reminder,False
Low Cost,txn_009732,retry,payment_link,True
Low Cost,txn_009446,retry,retry,False
Low Cost,txn_006754,retry,payment_link,True
Low Cost,txn_003502,reminder,reminder,False
Low Cost,txn_002234,retry,payment_link,True
Low Cost,txn_002803,payment_link,reminder,True
Low Cost,txn_004424,retry,reminder,True
Low Cost,txn_005663,payment_link,payment_link,False
Low Cost,txn_007170,retry,payment_link,True
Low Cost,txn_008337,retry,retry,False
Low Cost,txn_002148,reminder,reminder,False
Low Cost,txn_007969,payment_link,payment_link,False
Low Cost,txn_006551,retry,retry,False
Low Cost,txn_007643,retry,payment_link,True
Low Cost,txn_006164,retry,payment_link,True
Low Cost,txn_001495,retry,retry,False
Low Cost,txn_007696,retry,payment_link,True
Low Cost,txn_007094,payment_link,payment_link,False
Low Cost,txn_001409,retry,retry,False
Low Cost,txn_006691,retry,payment_link,True
Low Cost,txn_003401,retry,retry,False
Low Cost,txn_000109,retry,retry,False
Low Cost,txn_005636,payment_link,reminder,True
Low Cost,txn_008482,retry,retry,False
Low Cost,txn_006604,payment_link,payment_link,False
Low Cost,txn_001091,retry,payment_link,True
Low Cost,txn_005560,retry,retry,False
Low Cost,txn_009412,retry,retry,False
Low Cost,txn_008143,retry,retry,False
Low Cost,txn_008664,retry,payment_link,True
Low Cost,txn_006596,retry,retry,False
Low Cost,txn_000624,payment_link,payment_link,False
Low Cost,txn_006871,payment_link,payment_link,False
Low Cost,txn_004814,retry,retry,False
Low Cost,txn_006553,retry,reminder,True
Low Cost,txn_007530,retry,payment_link,True
Low Cost,txn_005796,payment_link,payment_link,False
Low Cost,txn_007437,retry,payment_link,True
Low Cost,txn_004218,retry,payment_link,True
Low Cost,txn_005941,retry,retry,False
Low Cost,txn_008501,payment_link,payment_link,False
Low Cost,txn_006429,retry,payment_link,True
Low Cost,txn_006827,payment_link,payment_link,False
Low Cost,txn_004131,payment_link,reminder,True
Low Cost,txn_007802,retry,retry,False
Low Cost,txn_007754,retry,payment_link,True
Low Cost,txn_004722,retry,payment_link,True
Low Cost,txn_001651,retry,retry,False
Low Cost,txn_004141,reminder,reminder,False
Low Cost,txn_001618,reminder,reminder,False
Low Cost,txn_002030,retry,retry,False
Low Cost,txn_008518,reminder,reminder,False
Low Cost,txn_004576,payment_link,payment_link,False
Low Cost,txn_003993,retry,retry,False
Low Cost,txn_007377,retry,retry,False
Low Cost,txn_006150,retry,payment_link,True
Low Cost,txn_004909,retry,retry,False
Low Cost,txn_005027,retry,payment_link,True
Low Cost,txn_008261,payment_link,payment_link,False
Low Cost,txn_004732,payment_link,payment_link,False
Low Cost,txn_007549,payment_link,retry,True
Low Cost,txn_008135,retry,payment_link,True
Low Cost,txn_001607,retry,retry,False
Low Cost,txn_004774,payment_link,payment_link,False
Low Cost,txn_008110,retry,retry,False
Low Cost,txn_006952,reminder,reminder,False
Low Cost,txn_006005,retry,payment_link,True
Low Cost,txn_007729,retry,retry,False
Low Cost,txn_003542,retry,retry,False
Low Cost,txn_000389,retry,payment_link,True
Low Cost,txn_001795,retry,retry,False
Low Cost,txn_008732,retry,payment_link,True
Low Cost,txn_004920,reminder,reminder,False
Low Cost,txn_005538,payment_link,payment_link,False
Low Cost,txn_003873,retry,payment_link,True
Low Cost,txn_008869,retry,payment_link,True
Low Cost,txn_002255,retry,retry,False
Low Cost,txn_003413,reminder,reminder,False
Low Cost,txn_005460,retry,retry,False
Low Cost,txn_004956,retry,retry,False
Low Cost,txn_007397,reminder,reminder,False
Low Cost,txn_005415,retry,retry,False
Low Cost,txn_007400,payment_link,payment_link,False
Low Cost,txn_007415,payment_link,payment_link,False
Low Cost,txn_009101,payment_link,payment_link,False
Low Cost,txn_004852,payment_link,payment_link,False
Low Cost,txn_002026,reminder,reminder,False
Low Cost,txn_002616,reminder,reminder,False
Low Cost,txn_007389,reminder,reminder,False
Low Cost,txn_002927,retry,reminder,True
Low Cost,txn_001122,retry,retry,False
Low Cost,txn_002911,retry,retry,False
Low Cost,txn_008147,payment_link,payment_link,False
Low Cost,txn_007384,retry,payment_link,True
Low Cost,txn_003483,payment_link,payment_link,False
Low Cost,txn_000796,payment_link,payment_link,False
Low Cost,txn_001576,reminder,reminder,False
Low Cost,txn_006177,payment_link,payment_link,False
Low Cost,txn_006267,reminder,reminder,False
Low Cost,txn_002459,payment_link,payment_link,False
Low Cost,txn_003313,payment_link,payment_link,False
Low Cost,txn_001254,payment_link,payment_link,False
Low Cost,txn_006835,retry,payment_link,True
Low Cost,txn_008795,retry,payment_link,True
Low Cost,txn_003838,retry,payment_link,True
Low Cost,txn_004399,retry,retry,False
Low Cost,txn_003596,payment_link,payment_link,False
Low Cost,txn_006622,retry,payment_link,True
Low Cost,txn_008383,payment_link,payment_link,False
Low Cost,txn_002125,retry,retry,False
Low Cost,txn_003239,payment_link,payment_link,False
Low Cost,txn_005404,payment_link,payment_link,False
Low Cost,txn_005999,retry,payment_link,True
Low Cost,txn_005939,payment_link,payment_link,False
Low Cost,txn_002046,retry,retry,False
Low Cost,txn_001579,reminder,reminder,False
