transaction_id,amount,failure_reason,ml_action,ml_probability,preferred_action,recoveryos_action,policy_changed,ml_recovery_probability,recoveryos_recovery_probability,ml_recovered,recoveryos_recovered,impact,policy_reasons
txn_003205,1412.59,expired_card,payment_link,0.4847605811004762,payment_link,payment_link,False,0.5747,0.5747,0,0,no_change,
txn_007111,306.3,network_error,retry,0.6472108658191584,retry,payment_link,True,0.64294,0.34294,0,0,same_outcome,
txn_000331,258.14,authentication_failed,payment_link,0.5014117398812324,payment_link,payment_link,False,0.44462,0.44462,0,0,no_change,
txn_004958,224.79,network_error,retry,0.628044742834755,retry,retry,False,0.7075,0.7075,1,1,no_change,
txn_003034,325.96,bank_decline,retry,0.5148764865824111,retry,reminder,True,0.40296,0.27296,0,0,same_outcome,
txn_007685,1178.12,insufficient_balance,reminder,0.5865103884763263,reminder,reminder,False,0.5199999999999999,0.5199999999999999,0,0,no_change,
txn_001598,1529.63,network_error,retry,0.6599766730044786,retry,retry,False,0.71,0.71,1,1,no_change,
txn_009920,360.68,insufficient_balance,reminder,0.5879002041558228,reminder,reminder,False,0.5833400000000001,0.5833400000000001,0,0,no_change,
txn_003598,1146.4,insufficient_balance,reminder,0.6789809102370483,reminder,reminder,False,0.6799999999999999,0.6799999999999999,1,1,no_change,
txn_009039,1319.94,bank_decline,retry,0.43227916539875544,retry,reminder,True,0.37334,0.24333999999999995,1,1,same_outcome,
txn_008002,1329.38,network_error,retry,0.3458410948087036,retry,payment_link,True,0.4399999999999999,0.13999999999999996,0,0,same_outcome,
txn_000591,1817.91,insufficient_balance,reminder,0.5695694694372282,reminder,reminder,False,0.5478200000000001,0.5478200000000001,1,1,no_change,
txn_000648,2039.79,expired_card,payment_link,0.7233717898152517,payment_link,payment_link,False,0.7833399999999999,0.7833399999999999,1,1,no_change,
txn_009103,372.42,bank_decline,retry,0.49009667927033274,retry,payment_link,True,0.43304,0.33304,0,0,same_outcome,
txn_008016,479.32,insufficient_balance,reminder,0.5044367327849808,reminder,reminder,False,0.48,0.48,0,0,no_change,
txn_003772,486.6,expired_card,payment_link,0.5928641205115817,payment_link,payment_link,False,0.53858,0.53858,0,0,no_change,
txn_009040,693.35,bank_decline,retry,0.653815191219894,retry,retry,False,0.5800000000000001,0.5800000000000001,0,0,no_change,
txn_005083,2804.65,bank_decline,retry,0.4191468787433429,retry,payment_link,True,0.36632,0.26632,0,0,same_outcome,
txn_007883,1508.38,expired_card,payment_link,0.6374957462170682,payment_link,payment_link,False,0.66142,0.66142,1,1,no_change,
txn_009363,1608.09,expired_card,payment_link,0.3478132903926564,payment_link,payment_link,False,0.4099999999999999,0.4099999999999999,0,0,no_change,
txn_004211,523.55,insufficient_balance,reminder,0.6252546104723414,reminder,reminder,False,0.5571400000000001,0.5571400000000001,1,1,no_change,
txn_008835,3596.88,expired_card,payment_link,0.6297207455549856,payment_link,payment_link,False,0.6471399999999999,0.6471399999999999,1,1,no_change,
txn_008700,2052.94,insufficient_balance,payment_link,0.6527194790476539,payment_link,reminder,True,0.55714,0.63714,0,0,same_outcome,
txn_001796,423.14,bank_decline,retry,0.6073831687007671,retry,retry,False,0.51852,0.51852,1,1,no_change,
txn_002587,828.54,authentication_failed,reminder,0.5872414764359509,reminder,reminder,False,0.47888,0.47888,1,1,no_change,
txn_008356,854.34,authentication_failed,payment_link,0.36120292340236165,payment_link,payment_link,False,0.45,0.45,1,1,no_change,
txn_002317,200.24,authentication_failed,payment_link,0.4466505726142778,payment_link,payment_link,False,0.39334,0.39334,1,1,no_change,
txn_004186,480.75,insufficient_balance,payment_link,0.6273743937740232,payment_link,reminder,True,0.56364,0.64364,0,0,same_outcome,
txn_008828,1023.37,insufficient_balance,payment_link,0.47181954265391557,payment_link,reminder,True,0.40154,0.48153999999999997,1,1,same_outcome,
txn_007073,427.6,bank_decline,retry,0.4758366538988078,retry,payment_link,True,0.37334,0.2733399999999999,1,1,same_outcome,
txn_005235,1804.33,bank_decline,retry,0.6688961492989559,retry,retry,False,0.6799999999999999,0.6799999999999999,1,1,no_change,
txn_008744,778.78,gateway_error,retry,0.5464616618491737,retry,payment_link,True,0.50736,0.25736,1,0,policy_hurt,
txn_008671,1204.47,gateway_error,retry,0.5305683736048747,retry,payment_link,True,0.512,0.262,0,0,same_outcome,
txn_004769,2158.46,insufficient_balance,payment_link,0.42214992410996166,payment_link,reminder,True,0.33142000000000005,0.41142,0,0,same_outcome,
txn_009973,1562.92,authentication_failed,reminder,0.6644244622536369,reminder,reminder,False,0.59166,0.59166,1,1,no_change,
txn_007145,1312.78,gateway_error,retry,0.6560908699223721,retry,retry,False,0.6342800000000001,0.6342800000000001,1,1,no_change,
txn_002914,869.76,authentication_failed,payment_link,0.42186896018372,payment_link,payment_link,False,0.38728000000000007,0.38728000000000007,0,0,no_change,
txn_009872,619.61,gateway_error,retry,0.7820225045745852,retry,retry,False,0.7875,0.7875,1,1,no_change,
txn_009894,560.12,gateway_error,retry,0.6028929769750481,retry,payment_link,True,0.6189399999999999,0.36894000000000005,0,0,same_outcome,
txn_002076,1174.61,network_error,retry,0.6873480511974378,retry,retry,False,0.71546,0.71546,1,1,no_change,
txn_004303,1857.11,insufficient_balance,payment_link,0.6417522655214557,payment_link,reminder,True,0.56666,0.64666,0,0,same_outcome,
txn_005823,767.38,authentication_failed,payment_link,0.47792962359945684,payment_link,payment_link,False,0.3894200000000001,0.3894200000000001,1,1,no_change,
txn_002150,2645.55,insufficient_balance,payment_link,0.4845698635562565,payment_link,reminder,True,0.39293999999999996,0.47294,1,1,same_outcome,
txn_000145,915.67,bank_decline,retry,0.6034604491196387,retry,retry,False,0.5272800000000001,0.5272800000000001,0,0,no_change,
txn_004964,2415.27,gateway_error,retry,0.3214222436883156,retry,payment_link,True,0.38999999999999996,0.13999999999999996,1,0,policy_hurt,
txn_008160,1024.02,authentication_failed,reminder,0.6777390416645261,reminder,reminder,False,0.65,0.65,0,0,no_change,
txn_009031,743.5,insufficient_balance,payment_link,0.44055626981066115,payment_link,reminder,True,0.31833999999999996,0.3983399999999999,0,0,same_outcome,
txn_004776,843.46,authentication_failed,payment_link,0.6402141381233125,payment_link,payment_link,False,0.59,0.59,0,0,no_change,
txn_008934,1189.41,insufficient_balance,reminder,0.631310055456269,reminder,reminder,False,0.6,0.6,0,0,no_change,
txn_007750,1942.22,insufficient_balance,reminder,0.5647101143296681,reminder,reminder,False,0.53334,0.53334,1,1,no_change,
txn_009829,768.68,insufficient_balance,reminder,0.5865349873603606,reminder,reminder,False,0.54546,0.54546,0,0,no_change,
txn_009215,894.16,authentication_failed,reminder,0.5393644365464046,reminder,reminder,False,0.49,0.49,0,0,no_change,
txn_006061,4128.31,gateway_error,retry,0.6664299369922488,retry,retry,False,0.7238,0.7238,0,0,no_change,
txn_009476,1201.82,gateway_error,retry,0.6633769658629366,retry,retry,False,0.6960000000000001,0.6960000000000001,1,1,no_change,
txn_006410,869.17,expired_card,payment_link,0.30914948939897996,payment_link,payment_link,False,0.4399999999999999,0.4399999999999999,0,0,no_change,
txn_003318,1070.0,insufficient_balance,payment_link,0.6361255165971561,payment_link,reminder,True,0.55,0.63,1,1,same_outcome,
txn_007465,3266.18,gateway_error,retry,0.6785044291059532,retry,retry,False,0.6533399999999999,0.6533399999999999,1,1,no_change,
txn_003062,977.27,authentication_failed,payment_link,0.627975715383512,payment_link,payment_link,False,0.588,0.588,1,1,no_change,
txn_001356,1927.59,bank_decline,retry,0.5494257908852278,retry,payment_link,True,0.47294,0.37293999999999994,0,0,same_outcome,
txn_004515,402.84,gateway_error,retry,0.47848252415256826,retry,payment_link,True,0.48,0.22999999999999998,0,0,same_outcome,
txn_005506,1330.64,network_error,retry,0.7671709952110123,retry,retry,False,0.8,0.8,1,1,no_change,
txn_005251,430.09,network_error,retry,0.7885754828777305,retry,retry,False,0.81,0.81,1,1,no_change,
txn_004512,1190.16,bank_decline,retry,0.5621636793205224,retry,payment_link,True,0.47651999999999994,0.37651999999999997,1,1,same_outcome,
txn_001731,1137.1,insufficient_balance,reminder,0.5420687425723536,reminder,reminder,False,0.45846,0.45846,1,1,no_change,
txn_001759,874.73,bank_decline,retry,0.498623457891912,retry,reminder,True,0.39,0.26,0,0,same_outcome,
txn_006651,1574.14,authentication_failed,payment_link,0.5675589170376314,payment_link,payment_link,False,0.62,0.62,1,1,no_change,
txn_006647,318.82,network_error,retry,0.6119530434642482,retry,payment_link,True,0.55546,0.25545999999999996,1,0,policy_hurt,
txn_009861,1323.29,insufficient_balance,reminder,0.6074635787216723,reminder,reminder,False,0.5800000000000001,0.5800000000000001,0,0,no_change,
txn_004140,212.75,bank_decline,retry,0.6437046654081658,retry,retry,False,0.6199999999999999,0.6199999999999999,1,1,no_change,
txn_009394,782.37,authentication_failed,reminder,0.6923797575985312,reminder,reminder,False,0.60556,0.60556,1,1,no_change,
txn_005124,1623.64,bank_decline,retry,0.5142307344876894,retry,payment_link,True,0.47,0.37,0,0,same_outcome,
txn_000001,1399.36,bank_decline,retry,0.4733189434934557,retry,payment_link,True,0.37334,0.2733399999999999,0,0,same_outcome,
txn_001865,865.11,bank_decline,retry,0.5517532060757159,retry,payment_link,True,0.5199999999999999,0.41999999999999993,0,0,same_outcome,
txn_000544,2656.61,bank_decline,retry,0.5276630025992197,retry,payment_link,True,0.3400000000000001,0.24000000000000005,0,0,same_outcome,
txn_000350,334.14,gateway_error,retry,0.5787066176215221,retry,retry,False,0.66444,0.66444,1,1,no_change,
txn_006907,2091.65,gateway_error,retry,0.6161078986855383,retry,retry,False,0.64,0.64,0,0,no_change,
txn_009766,2463.5,authentication_failed,payment_link,0.4889763139517228,payment_link,payment_link,False,0.45999999999999996,0.45999999999999996,0,0,no_change,
txn_002524,1091.39,authentication_failed,reminder,0.6323650842177837,reminder,reminder,False,0.53666,0.53666,0,0,no_change,
txn_003465,1848.22,authentication_failed,payment_link,0.5804332246016977,payment_link,payment_link,False,0.5666599999999999,0.5666599999999999,0,0,no_change,
txn_000458,713.6,network_error,retry,0.7611407949875802,retry,retry,False,0.73842,0.73842,0,0,no_change,
txn_003024,3624.37,bank_decline,retry,0.5343835243828264,retry,reminder,True,0.48295999999999994,0.35295999999999994,0,0,same_outcome,
txn_007262,3127.14,gateway_error,retry,0.5843069060886315,retry,payment_link,True,0.5349999999999999,0.28500000000000003,1,1,same_outcome,
txn_009516,683.53,network_error,retry,0.3187666153611696,retry,payment_link,True,0.4399999999999999,0.13999999999999996,0,0,same_outcome,
txn_007873,254.61,expired_card,payment_link,0.6491010372499239,payment_link,payment_link,False,0.7300000000000001,0.7300000000000001,1,1,no_change,
txn_006626,5899.33,bank_decline,retry,0.47773255938990333,retry,reminder,True,0.41037999999999997,0.2803800000000001,0,0,same_outcome,
txn_002535,1967.29,bank_decline,retry,0.5916825279548525,retry,retry,False,0.53044,0.53044,0,0,no_change,
txn_000132,432.83,insufficient_balance,reminder,0.5048116167645695,reminder,reminder,False,0.46285999999999994,0.46285999999999994,0,0,no_change,
txn_003705,3474.59,authentication_failed,reminder,0.4659235861478726,reminder,reminder,False,0.37295999999999996,0.37295999999999996,0,0,no_change,
txn_001373,2788.48,bank_decline,retry,0.5127480784693013,retry,payment_link,True,0.43999999999999995,0.33999999999999997,1,1,same_outcome,
txn_006201,379.5,expired_card,payment_link,0.7631271849971438,payment_link,payment_link,False,0.82142,0.82142,1,1,no_change,
txn_004857,1006.44,gateway_error,retry,0.6241726115564716,retry,reminder,True,0.5965199999999999,0.31652,0,0,same_outcome,
txn_004713,828.19,gateway_error,retry,0.544209889100779,retry,payment_link,True,0.5138400000000001,0.2638400000000001,1,0,policy_hurt,
txn_005545,1111.96,bank_decline,retry,0.5063681809904171,retry,payment_link,True,0.41647999999999996,0.31648,1,1,same_outcome,
txn_001414,949.49,gateway_error,retry,0.6834574694988901,retry,retry,False,0.7000000000000001,0.7000000000000001,1,1,no_change,
txn_004114,2301.32,authentication_failed,reminder,0.4888406216088587,reminder,reminder,False,0.37666,0.37666,0,0,no_change,
txn_000656,1464.04,network_error,retry,0.6915988793992776,retry,payment_link,True,0.586,0.28600000000000003,1,0,policy_hurt,
txn_008138,931.81,bank_decline,retry,0.6919643759676155,retry,retry,False,0.63,0.63,0,0,no_change,
txn_004099,894.36,bank_decline,retry,0.6106396279374495,retry,retry,False,0.5444399999999999,0.5444399999999999,1,1,no_change,
txn_000593,935.36,insufficient_balance,reminder,0.5394522680930667,reminder,reminder,False,0.48841999999999997,0.48841999999999997,0,0,no_change,
txn_008709,1504.12,bank_decline,retry,0.6284678009305787,retry,retry,False,0.55556,0.55556,1,1,no_change,
txn_003124,1019.96,bank_decline,retry,0.5371495278193996,retry,retry,False,0.53334,0.53334,0,0,no_change,
txn_003048,1843.44,gateway_error,retry,0.49028509800011827,retry,payment_link,True,0.48941999999999997,0.23942000000000002,1,1,same_outcome,
txn_003888,781.8,bank_decline,retry,0.48504308659175716,retry,payment_link,True,0.36,0.26,0,0,same_outcome,
txn_005736,347.63,expired_card,payment_link,0.6357403585340164,payment_link,payment_link,False,0.7300000000000001,0.7300000000000001,0,0,no_change,
txn_002185,3604.15,bank_decline,retry,0.4559344551738386,retry,payment_link,True,0.37684000000000006,0.27684,0,0,same_outcome,
txn_002146,1452.32,insufficient_balance,reminder,0.43017514090675796,reminder,reminder,False,0.39,0.39,0,0,no_change,
txn_007048,621.5,expired_card,payment_link,0.6465800366787479,payment_link,payment_link,False,0.71444,0.71444,1,1,no_change,
txn_003106,492.67,bank_decline,retry,0.45827299241582314,retry,payment_link,True,0.39294000000000007,0.29294,1,0,policy_hurt,
txn_009234,2480.12,network_error,retry,0.6027769548430719,retry,payment_link,True,0.6275,0.3275,1,1,same_outcome,
txn_009097,2885.28,bank_decline,retry,0.49585440928698005,retry,payment_link,True,0.39,0.29000000000000004,1,1,same_outcome,
txn_002770,733.06,network_error,retry,0.5667691308446506,retry,payment_link,True,0.5433399999999999,0.24333999999999995,0,0,same_outcome,
txn_005222,687.96,insufficient_balance,retry,0.47151439178982896,payment_link,reminder,True,0.31000000000000005,0.43999999999999995,0,0,same_outcome,
txn_005834,1156.01,network_error,retry,0.5946968233144397,retry,payment_link,True,0.5191,0.21910000000000002,0,0,same_outcome,
txn_001733,5188.05,gateway_error,retry,0.544214336859443,retry,payment_link,True,0.56,0.31000000000000005,0,0,same_outcome,
txn_000266,713.19,gateway_error,retry,0.675146488530207,retry,retry,False,0.70572,0.70572,0,0,no_change,
txn_005145,2187.74,bank_decline,retry,0.6752277019513314,retry,retry,False,0.61044,0.61044,0,0,no_change,
txn_008268,3552.52,bank_decline,retry,0.6339960219719751,retry,retry,False,0.6,0.6,1,1,no_change,
txn_003938,1317.93,network_error,retry,0.7552494261639614,retry,retry,False,0.85,0.85,1,1,no_change,
txn_000762,1744.98,gateway_error,retry,0.7520718307975767,retry,retry,False,0.776,0.776,1,1,no_change,
txn_007221,981.94,gateway_error,retry,0.6000539341365817,retry,reminder,True,0.5784599999999999,0.29845999999999995,0,0,same_outcome,
txn_008440,1195.25,gateway_error,retry,0.7046987154156408,retry,retry,False,0.77142,0.77142,1,1,no_change,
txn_003258,871.57,expired_card,payment_link,0.7347357780256898,payment_link,payment_link,False,0.76428,0.76428,1,1,no_change,
txn_004339,1709.05,bank_decline,retry,0.6910523514286775,retry,retry,False,0.6281399999999999,0.6281399999999999,0,0,no_change,
txn_004363,1851.85,network_error,retry,0.40765349878356366,retry,payment_link,True,0.4099999999999999,0.10999999999999999,1,1,same_outcome,
txn_000317,450.9,gateway_error,retry,0.6111026907855168,retry,retry,False,0.6666599999999999,0.6666599999999999,1,1,no_change,
txn_008070,554.53,network_error,retry,0.7514491915885371,retry,retry,False,0.81,0.81,0,0,no_change,
txn_001852,416.05,insufficient_balance,reminder,0.5006846071552725,reminder,reminder,False,0.39999999999999997,0.39999999999999997,0,0,no_change,
txn_002485,526.0,gateway_error,retry,0.6105589991226278,retry,retry,False,0.68522,0.68522,1,1,no_change,
txn_009874,612.41,authentication_failed,payment_link,0.4134151181450928,payment_link,payment_link,False,0.3600000000000001,0.3600000000000001,0,0,no_change,
txn_009575,871.05,gateway_error,retry,0.6337360938254822,retry,retry,False,0.6533399999999999,0.6533399999999999,1,1,no_change,
txn_001079,225.11,network_error,retry,0.5260962421477338,retry,payment_link,True,0.51,0.21000000000000002,0,0,same_outcome,
txn_008359,601.17,authentication_failed,payment_link,0.4832158098452326,payment_link,payment_link,False,0.40166,0.40166,1,1,no_change,
txn_007334,4995.69,gateway_error,retry,0.5331816667002397,retry,payment_link,True,0.4933399999999999,0.24333999999999995,0,0,same_outcome,
txn_001072,1069.27,network_error,retry,0.7635676395028722,retry,retry,False,0.72238,0.72238,1,1,no_change,
txn_000104,274.64,bank_decline,retry,0.6294072270674321,retry,retry,False,0.5891,0.5891,1,1,no_change,
txn_005749,1383.95,network_error,retry,0.7335062028947225,retry,retry,False,0.7355200000000001,0.7355200000000001,0,0,no_change,
txn_001419,1977.06,gateway_error,retry,0.39280913736194634,retry,retry,False,0.5499999999999999,0.5499999999999999,1,1,no_change,
txn_001659,1870.39,gateway_error,retry,0.5818812751094404,retry,reminder,True,0.592,0.31200000000000006,1,1,same_outcome,
txn_005285,189.79,gateway_error,retry,0.750731458907308,retry,retry,False,0.77242,0.77242,1,1,no_change,
txn_001150,6182.97,bank_decline,retry,0.6483008480751556,retry,retry,False,0.6273599999999999,0.6273599999999999,0,0,no_change,
txn_007151,1187.85,insufficient_balance,reminder,0.446732168670887,reminder,reminder,False,0.39714000000000005,0.39714000000000005,0,0,no_change,
txn_001569,1057.25,bank_decline,retry,0.49991088708845316,retry,reminder,True,0.40666,0.27666,0,0,same_outcome,
txn_001088,2071.82,insufficient_balance,reminder,0.41357191233320634,reminder,reminder,False,0.40666,0.40666,1,1,no_change,
txn_006086,1763.63,bank_decline,retry,0.49793747335679633,retry,reminder,True,0.43999999999999995,0.31000000000000005,1,0,policy_hurt,
txn_008675,992.42,insufficient_balance,reminder,0.5996879337413563,reminder,reminder,False,0.6,0.6,1,1,no_change,
txn_008342,927.32,bank_decline,retry,0.5987499600815731,retry,retry,False,0.57858,0.57858,1,1,no_change,
txn_007812,581.5,gateway_error,retry,0.4772560608063236,retry,payment_link,True,0.4724999999999999,0.22249999999999998,0,0,same_outcome,
txn_006085,1716.54,bank_decline,retry,0.5506333942573326,retry,reminder,True,0.47294,0.34294,0,0,same_outcome,
txn_008774,961.61,network_error,retry,0.6971592230856284,retry,retry,False,0.71118,0.71118,1,1,no_change,
txn_008758,2602.55,bank_decline,retry,0.23241517913670143,retry,payment_link,True,0.24,0.14,0,0,same_outcome,
txn_001693,1245.45,insufficient_balance,payment_link,0.6148297293927004,payment_link,reminder,True,0.46481999999999996,0.54482,0,0,same_outcome,
txn_004735,1321.65,expired_card,payment_link,0.7017287276532308,payment_link,payment_link,False,0.71666,0.71666,1,1,no_change,
txn_003388,12183.24,bank_decline,retry,0.293921416522164,retry,retry,False,0.35,0.35,1,1,no_change,
txn_003647,1173.84,gateway_error,retry,0.5846680626602043,retry,payment_link,True,0.58286,0.33286000000000004,1,0,policy_hurt,
txn_001684,1396.56,authentication_failed,payment_link,0.43117074168706837,payment_link,payment_link,False,0.37851999999999997,0.37851999999999997,1,1,no_change,
txn_000009,1382.01,network_error,retry,0.6101403087342334,retry,payment_link,True,0.6185799999999999,0.31858,1,1,same_outcome,
txn_006063,142.83,insufficient_balance,reminder,0.4699187189048729,reminder,reminder,False,0.41778000000000004,0.41778000000000004,1,1,no_change,
txn_006517,839.06,gateway_error,retry,0.551982378513964,retry,payment_link,True,0.56414,0.31414,1,0,policy_hurt,
txn_004124,338.48,gateway_error,retry,0.5506454120879429,retry,reminder,True,0.58,0.29999999999999993,0,0,same_outcome,
txn_008730,858.48,expired_card,reminder,0.2983064120467714,reminder,reminder,False,0.29,0.29,0,0,no_change,
txn_006046,2305.28,bank_decline,retry,0.5383170916383396,retry,reminder,True,0.45333999999999997,0.32333999999999996,1,0,policy_hurt,
txn_000568,778.96,bank_decline,retry,0.6820066220113715,retry,retry,False,0.63,0.63,0,0,no_change,
txn_009162,10657.22,expired_card,payment_link,0.6057940964861168,payment_link,payment_link,False,0.6900000000000001,0.6900000000000001,0,0,no_change,
txn_001804,1708.01,insufficient_balance,reminder,0.6494329689085305,reminder,reminder,False,0.61334,0.61334,1,1,no_change,
txn_008502,617.16,gateway_error,retry,0.5167786148745638,retry,payment_link,True,0.5599999999999999,0.30999999999999994,1,1,same_outcome,
txn_004901,401.23,authentication_failed,payment_link,0.488643624939928,payment_link,payment_link,False,0.4039999999999999,0.4039999999999999,0,0,no_change,
txn_001600,1675.46,bank_decline,retry,0.2747363487226121,retry,payment_link,True,0.26999999999999996,0.16999999999999998,1,0,policy_hurt,
txn_007932,1924.38,bank_decline,retry,0.5911101787249632,retry,retry,False,0.55,0.55,1,1,no_change,
txn_009548,2515.72,expired_card,payment_link,0.7011711770866611,payment_link,payment_link,False,0.72834,0.72834,0,0,no_change,
txn_002824,2376.7,insufficient_balance,reminder,0.37902217649140585,reminder,reminder,False,0.43,0.43,0,0,no_change,
txn_005468,1742.09,insufficient_balance,payment_link,0.6415324221591706,payment_link,reminder,True,0.55238,0.6323799999999999,0,0,same_outcome,
txn_003530,2528.97,network_error,retry,0.741763174081501,retry,retry,False,0.83,0.83,1,1,no_change,
txn_008684,1135.97,insufficient_balance,reminder,0.5898815294284228,reminder,reminder,False,0.53794,0.53794,0,0,no_change,
txn_001156,1113.31,expired_card,payment_link,0.7140730662845589,payment_link,payment_link,False,0.83948,0.83948,1,1,no_change,
txn_006548,531.97,bank_decline,retry,0.5602997139696462,retry,reminder,True,0.5199999999999999,0.39,1,1,same_outcome,
txn_009089,923.16,bank_decline,retry,0.5204904503922879,retry,payment_link,True,0.38286,0.28286,1,0,policy_hurt,
txn_007621,1113.93,gateway_error,retry,0.5753281745686012,retry,reminder,True,0.5475,0.26749999999999996,1,1,same_outcome,
txn_008297,993.95,bank_decline,retry,0.7085185912713543,retry,retry,False,0.64924,0.64924,0,0,no_change,
txn_004541,549.47,authentication_failed,payment_link,0.46887407035912504,payment_link,payment_link,False,0.40545999999999993,0.40545999999999993,1,1,no_change,
txn_009135,1166.77,authentication_failed,reminder,0.4771802764559163,reminder,reminder,False,0.32666000000000006,0.32666000000000006,0,0,no_change,
txn_006483,690.16,insufficient_balance,retry,0.5729609081344543,reminder,reminder,True,0.41118,0.5411800000000001,0,0,same_outcome,
txn_005827,5116.65,insufficient_balance,reminder,0.4692028871547678,reminder,reminder,False,0.40296,0.40296,0,0,no_change,
txn_001191,13271.36,authentication_failed,payment_link,0.5899090857993383,payment_link,payment_link,False,0.66296,0.66296,1,1,no_change,
txn_007445,1208.84,insufficient_balance,retry,0.5818258837867889,retry,retry,False,0.43,0.43,0,0,no_change,
txn_008521,4395.82,network_error,retry,0.5312536979970054,retry,payment_link,True,0.52304,0.22304000000000002,0,0,same_outcome,
txn_000961,365.76,network_error,retry,0.604517243720158,retry,payment_link,True,0.6233399999999999,0.32333999999999996,0,0,same_outcome,
txn_007455,1055.54,bank_decline,retry,0.4604298747071124,retry,payment_link,True,0.3400000000000001,0.24000000000000005,0,0,same_outcome,
txn_000037,554.13,bank_decline,retry,0.5694194402867235,retry,retry,False,0.53334,0.53334,0,0,no_change,
txn_007517,664.81,network_error,retry,0.6883890667528653,retry,retry,False,0.71,0.71,0,0,no_change,
txn_007645,801.54,bank_decline,retry,0.6046863344397783,retry,retry,False,0.57142,0.57142,1,1,no_change,
txn_004439,683.48,insufficient_balance,reminder,0.509149962633934,reminder,reminder,False,0.472,0.472,0,0,no_change,
txn_006162,1169.45,gateway_error,retry,0.4800695251904286,retry,reminder,True,0.49794000000000005,0.21794000000000002,1,1,same_outcome,
txn_007745,596.12,authentication_failed,reminder,0.7285926974255021,reminder,reminder,False,0.61,0.61,0,0,no_change,
txn_009588,898.84,gateway_error,retry,0.7276716826763148,retry,retry,False,0.7200000000000001,0.7200000000000001,0,0,no_change,
txn_008120,648.98,gateway_error,retry,0.7206470522698877,retry,retry,False,0.74,0.74,1,1,no_change,
txn_006968,1796.17,bank_decline,retry,0.5269017989385952,retry,payment_link,True,0.4574999999999999,0.35749999999999993,1,0,policy_hurt,
txn_005719,6212.04,bank_decline,retry,0.42888176673797507,retry,payment_link,True,0.36632,0.26632,1,1,same_outcome,
txn_000578,1100.42,bank_decline,retry,0.5542410066928308,retry,reminder,True,0.48153999999999997,0.35153999999999996,0,0,same_outcome,
txn_009834,3382.78,authentication_failed,payment_link,0.6026417184475582,payment_link,payment_link,False,0.6018200000000001,0.6018200000000001,1,1,no_change,
txn_004103,957.6,bank_decline,retry,0.4728944879680297,retry,payment_link,True,0.39237999999999995,0.29238,1,1,same_outcome,
txn_007647,590.94,network_error,retry,0.7172561812355366,retry,retry,False,0.71782,0.71782,1,1,no_change,
txn_004152,7183.43,gateway_error,retry,0.5798970537100653,retry,reminder,True,0.53392,0.25392000000000003,1,1,same_outcome,
txn_003131,1353.59,gateway_error,retry,0.5891678478034132,retry,payment_link,True,0.5866599999999998,0.33665999999999996,1,0,policy_hurt,
txn_004891,748.18,insufficient_balance,reminder,0.5681707845918758,reminder,reminder,False,0.54666,0.54666,1,1,no_change,
txn_009976,1735.96,network_error,retry,0.6201317729869956,retry,payment_link,True,0.58142,0.28142,1,0,policy_hurt,
txn_007472,641.12,gateway_error,retry,0.6447365002314362,retry,retry,False,0.6266600000000001,0.6266600000000001,1,1,no_change,
txn_001834,389.59,expired_card,payment_link,0.5509308422434863,payment_link,payment_link,False,0.5009,0.5009,1,1,no_change,
txn_009149,1120.25,bank_decline,retry,0.49457897730856776,retry,payment_link,True,0.365,0.265,0,0,same_outcome,
txn_004892,424.93,bank_decline,retry,0.6708495837204302,retry,retry,False,0.64,0.64,1,1,no_change,
txn_002288,2907.11,insufficient_balance,payment_link,0.5852684049512041,payment_link,reminder,True,0.48154,0.56154,0,0,same_outcome,
txn_001331,1138.07,insufficient_balance,payment_link,0.6338242583045858,payment_link,reminder,True,0.55384,0.63384,1,1,same_outcome,
txn_002772,2267.82,gateway_error,retry,0.5592845734712296,retry,payment_link,True,0.5710399999999999,0.32104,1,1,same_outcome,
txn_003687,1566.06,gateway_error,retry,0.524051753985439,retry,payment_link,True,0.5309,0.28090000000000004,1,0,policy_hurt,
txn_008284,2476.38,expired_card,payment_link,0.6969513122937474,payment_link,payment_link,False,0.7300000000000001,0.7300000000000001,1,1,no_change,
txn_005929,1887.05,bank_decline,retry,0.5564651305333045,retry,payment_link,True,0.495,0.3949999999999999,1,1,same_outcome,
txn_000638,1069.47,insufficient_balance,reminder,0.6095715685699767,reminder,reminder,False,0.6239999999999999,0.6239999999999999,1,1,no_change,
txn_000048,907.34,network_error,retry,0.7761845372388838,retry,retry,False,0.8079,0.8079,0,0,no_change,
txn_002603,4459.01,insufficient_balance,reminder,0.617837001761942,reminder,reminder,False,0.62616,0.62616,1,1,no_change,
txn_001966,1244.3,gateway_error,retry,0.6108620916248078,retry,payment_link,True,0.64,0.39,1,0,policy_hurt,
txn_002169,1302.97,bank_decline,retry,0.5701034066315088,retry,payment_link,True,0.47861999999999993,0.37861999999999996,0,0,same_outcome,
txn_005050,420.16,gateway_error,retry,0.6899630131501455,retry,retry,False,0.7333399999999999,0.7333399999999999,1,1,no_change,
txn_003335,469.69,gateway_error,retry,0.772597922565419,retry,retry,False,0.8,0.8,1,1,no_change,
txn_003020,439.18,insufficient_balance,reminder,0.529269021692594,reminder,reminder,False,0.48666,0.48666,0,0,no_change,
txn_008765,1440.45,gateway_error,retry,0.7585664666223272,retry,retry,False,0.74546,0.74546,0,0,no_change,
